CSO_LEA,p_age_12to17,p_age_18to54,p_age_55to64,p_age_65to70,p_age_71plus,p_male,p_female,p_edu_NoFormal,p_edu_Primary,p_edu_UpperSecondary,p_edu_Apprenticeship,p_edu_HonoursBachelor,p_edu_Postgraduate,p_health_VeryBad,p_health_Bad,p_health_Fair,p_health_Good,p_health_VeryGood,Wt_accessibility_Initial_Vacc,accessibility_Pharmacy10,accessibility_10,Index22_rel,AGEDEP22,ED_LOW22,EDHIGH22,UNEMPM22,UNEMPF22,p_age_12to17_females,p_age_12to17_males,p_age_18to54_females,p_age_18to54_males,p_age_55to64_females,p_age_55to64_males,p_age_65to70_females,p_age_65to70_males,p_age_71plus_females,p_age_71plus_males
LONGFORD,0.119914662,0.540719488,0.138747885,0.111675127,0.088942838,0.484808357,0.515191643,0.069086278,0.159184973,0.337312958,0.172397326,0.158070678,0.103947787,0.005760145,0.023428904,0.122775225,0.344379005,0.503656721,2.70257927,32.89255063,11.60316993,-8.463907037,36.8457499,14.58799593,31.58697864,15.10059172,13.25921909,0.058559553,0.061355109,0.279334952,0.261384536,0.07025675,0.068491135,0.056499669,0.055175458,0.050540719,0.038402119
LOUGHREA,0.112964254,0.525191676,0.150303694,0.116150553,0.095389824,0.492382754,0.507617246,0.035862478,0.1455246,0.333926102,0.1287295,0.204603833,0.151353487,0.002707656,0.012663501,0.096809131,0.320669833,0.567149879,0.200818011,18.40570763,7.486565772,1.067669087,37.41862107,11.4299944,38.18713814,6.934749621,6.792519407,0.055262372,0.057701882,0.269640546,0.25555113,0.074031664,0.07627203,0.057950812,0.058199741,0.050731853,0.044657971
LUCAN,0.137043189,0.653559563,0.112743237,0.060963455,0.035690555,0.489772188,0.510227812,0.025777822,0.060829677,0.280165536,0.119664938,0.276625449,0.236936578,0.00219269,0.011058783,0.066181097,0.310828074,0.609739356,0.220529097,16.13967374,8.22474343,6.644940246,30.67132742,5.744427542,52.17276275,6.166409465,7.504160938,0.067536782,0.069506407,0.334765069,0.318794495,0.055434267,0.05730897,0.032629331,0.028334124,0.019862364,0.015828192
MACROOM,0.115300335,0.534061614,0.154840165,0.115558134,0.080239753,0.501417891,0.498582109,0.029450176,0.099777981,0.297766749,0.139480214,0.24768186,0.185843019,0.001918639,0.00881537,0.067256086,0.291529467,0.630480438,0.443250541,49.45361441,13.22023966,4.99116187,36.88859889,7.853486249,42.56914957,4.577040675,5,0.056232276,0.059068059,0.266821346,0.267240268,0.074407064,0.080433101,0.057005672,0.058552462,0.044115751,0.036124001
MALLOW,0.122994652,0.544117647,0.13936153,0.107235456,0.086290715,0.490439151,0.509560849,0.035855207,0.120518099,0.332475553,0.156544862,0.206296106,0.148310173,0.00243155,0.013023783,0.09080008,0.315735128,0.57800946,0.067263369,21.26726639,10.82980447,0.32458658,36.83625861,9.456375143,37.1719058,7.087207841,7.466904656,0.059633771,0.063360882,0.279209204,0.264908443,0.067857722,0.071503808,0.053030303,0.054205153,0.049829849,0.036460865
MANORHAMILTON,0.112834679,0.490862728,0.162770931,0.132065448,0.101466213,0.496600085,0.503399915,0.065269073,0.14026367,0.299546142,0.141128161,0.19667171,0.157121245,0.002307419,0.016684416,0.108803692,0.329783458,0.542421015,0.287391161,9.093776694,3.334945331,-2.490381355,38.40492897,12.54286468,38.36718544,10.220234,8.869356772,0.053442414,0.059392265,0.251062473,0.239800255,0.080854229,0.081916702,0.064173396,0.067892053,0.053867403,0.04759881
MAYNOOTH,0.11971697,0.631985392,0.118005098,0.077528817,0.052763724,0.504355765,0.495644235,0.019387833,0.064880543,0.234867567,0.095717884,0.292878406,0.292267766,0.001789234,0.009704321,0.06777862,0.286004549,0.634723275,0.165795034,24.60523012,11.38983294,8.788185231,31.75103687,5.68749678,58.37926949,5.440468717,5.870769231,0.0517366,0.067980371,0.316734508,0.315250884,0.0583178,0.059687298,0.04020999,0.037318827,0.028645338,0.024118386
MIDLETON,0.125006432,0.559557499,0.136197582,0.101903782,0.077334705,0.48649344,0.51350656,0.032401457,0.104327335,0.318926735,0.153384747,0.220062125,0.170897601,0.003138209,0.011677554,0.083642885,0.312881602,0.58865975,0.084656744,36.65644635,15.16859912,2.687690305,36.05442177,8.515961173,40.92865006,6.779261587,6.55543399,0.061487008,0.063519424,0.290944173,0.268613326,0.066838179,0.069359403,0.050990481,0.050913301,0.04324672,0.034087986
MILFORD,0.110652211,0.494062984,0.155480984,0.132163139,0.107640681,0.494407159,0.505592841,0.056183511,0.192154255,0.295212766,0.120844415,0.188663564,0.146941489,0.003561047,0.013081395,0.096875,0.328488372,0.557994186,0.672488691,8.95674099,5.711974507,-3.908145461,39.01549053,15.6899811,35.6857803,11.14542392,7.595345831,0.053605231,0.05704698,0.252280158,0.241782826,0.078557907,0.076923077,0.065909482,0.066253657,0.055240062,0.05240062
MOATE,0.115534884,0.51944186,0.156899225,0.120124031,0.088,0.495565891,0.504434109,0.048355899,0.14210187,0.336041264,0.127659574,0.201805287,0.144036106,0.003203109,0.012549884,0.089371981,0.316950221,0.577924806,2.336212901,8.945572358,6.483101097,-0.627076617,36.97326466,11.66390271,36.83171444,7.757009346,7.580174927,0.056496124,0.05903876,0.26703876,0.252403101,0.076651163,0.080248062,0.056868217,0.063255814,0.047379845,0.040620155
MONAGHAN,0.113813601,0.520477723,0.159240879,0.119757867,0.086709931,0.491083601,0.508916399,0.071000565,0.157377049,0.315771622,0.151950254,0.186433013,0.117467496,0.002773057,0.012255121,0.091287235,0.321316755,0.572367833,0.616860528,26.37133954,5.48695174,-3.412101574,37.40063253,14.2303628,32.94117647,8.143908422,8.314350797,0.055679773,0.058133828,0.26225664,0.258221083,0.082347167,0.076893712,0.05971533,0.060042537,0.048917489,0.037792442
MUINEBEAG,0.107145563,0.519057362,0.158445101,0.124801091,0.090550883,0.500644086,0.499355914,0.033328237,0.179024614,0.315242318,0.149059777,0.192478214,0.13086684,0.002802691,0.013702043,0.09653712,0.311410065,0.575548082,1.910612378,11.84644231,4.511358723,-2.299309493,36.760181,12.73727648,33.68179734,7.897689028,6.931851419,0.051905736,0.055239827,0.258467834,0.260589528,0.081079033,0.077366068,0.060392513,0.064408578,0.047510798,0.043040085
MULLINGAR,0.109548245,0.572161642,0.137175845,0.103729497,0.07738477,0.480436177,0.519563823,0.047351149,0.112611346,0.324988279,0.141397093,0.212283169,0.161368964,0.002620222,0.014912145,0.095638101,0.326525894,0.560303637,0.027137967,27.55853093,10.17766744,-2.064259942,35.8203125,10.28950543,40.40410133,11.52882206,10.17692187,0.053514157,0.056034088,0.29501512,0.277146522,0.071657656,0.065518189,0.055621736,0.048107761,0.043755154,0.033629616
NAAS,0.109434387,0.606069991,0.136631099,0.088459698,0.059404826,0.487401109,0.512598891,0.022256081,0.064918104,0.26984818,0.1116069,0.286336181,0.245034554,0.002457224,0.010888433,0.07060574,0.299600983,0.616447621,3.323627507,30.2854208,13.80646364,7.398992058,33.01167112,5.742347122,52.96795469,6.074143742,6.243778844,0.05501281,0.054421577,0.309130325,0.296939666,0.068385934,0.068245165,0.046538472,0.041921225,0.033531349,0.025873476
NAVAN,0.130943672,0.607102481,0.12176631,0.081731728,0.058455809,0.489193323,0.510806677,0.04523709,0.112002251,0.35232869,0.154847334,0.190938511,0.144646124,0.00393311,0.013752508,0.086234114,0.323157191,0.572923077,2.142904148,27.80958901,6.043783133,-1.301782724,33.70234641,9.992399517,37.01882237,9.603241919,9.853890588,0.06530558,0.065638093,0.30937022,0.29773226,0.060716898,0.061049411,0.043259959,0.03847177,0.03215402,0.026301789
NENAGH,0.107432652,0.520610191,0.153900249,0.119712215,0.098344693,0.489884237,0.510115763,0.041380052,0.134673259,0.341680997,0.147463457,0.19239037,0.142411866,0.003912926,0.015561752,0.10079158,0.331969056,0.547764685,2.773251866,19.22757594,7.31922485,-0.573880043,37.51391625,11.19464188,36.34499727,8.002004678,7.043902439,0.053878611,0.053554041,0.265930975,0.254679217,0.078275452,0.075624797,0.05863897,0.061073245,0.053391756,0.044952937
NEW ROSS,0.11193654,0.513892386,0.15625787,0.124276001,0.093637203,0.494921514,0.505078486,0.05347548,0.170916844,0.342089552,0.1508742,0.177057569,0.105586354,0.003093581,0.016311608,0.100857766,0.320466849,0.559270196,0.471459956,16.3166319,6.454975008,-5.234183589,37.10679223,13.81174865,30.74702084,10.55649681,10.6991359,0.054814069,0.057122471,0.262486359,0.251406027,0.078107949,0.07814992,0.061235625,0.063040376,0.048434483,0.04520272
NEWBRIDGE,0.128117875,0.584033756,0.136046551,0.08786198,0.063939837,0.488072957,0.511927043,0.035957713,0.103491445,0.333147865,0.134789261,0.212129643,0.180484073,0.002902029,0.014789184,0.08449368,0.307782459,0.590032648,1.172280194,27.68723532,8.664079601,1.464286264,33.06206308,8.822105865,41.07449289,7.714484541,8.325635104,0.062680777,0.065437098,0.298227107,0.285806649,0.070303195,0.065743356,0.045598394,0.042263586,0.035117569,0.028822268
NEWCASTLE WEST,0.100232899,0.506340033,0.156387475,0.134563961,0.102475632,0.50250151,0.49749849,0.049793624,0.185825942,0.341090717,0.141389304,0.174321595,0.107578818,0.002787905,0.013224677,0.098041318,0.344806634,0.541139467,0.047406127,35.06890826,9.683023282,-2.881808223,38.60090242,14.12030946,31.07204884,7.320313538,7.421550722,0.047528681,0.052704218,0.253126887,0.253213146,0.076899853,0.079487622,0.064133529,0.070430432,0.05580954,0.046666092
NEWPORT,0.127577694,0.525704328,0.154371188,0.111675864,0.080670927,0.497386001,0.502613999,0.034730539,0.106437126,0.312724551,0.121257485,0.231437126,0.193413174,0.003826378,0.014827215,0.084479254,0.293973455,0.602893698,1.490968431,14.98363005,6.980779249,3.695908059,36.56490728,8.671264368,43.36551724,5.938864629,5.327126972,0.062372931,0.065204763,0.266918385,0.258785942,0.075007261,0.079363927,0.055329654,0.05634621,0.042985768,0.037685158
NORTH INNER CITY,0.059059245,0.766654268,0.090896794,0.054341945,0.029047748,0.525666171,0.474333829,0.046147349,0.107382808,0.209889815,0.091334895,0.258647829,0.286597305,0.004676554,0.02116277,0.098262215,0.348885452,0.527013011,0.77793264,53.13638366,20.16261653,3.563823198,19.23221074,10.79497908,55.130247,11.68785032,10.45901002,0.029098472,0.029960774,0.360594481,0.406059786,0.04238807,0.048508724,0.026224131,0.028117814,0.016028676,0.013019072
ONGAR,0.140250611,0.670507335,0.109596577,0.061124694,0.018520782,0.488600244,0.511399756,0.029462145,0.075231244,0.334361083,0.144227475,0.226652963,0.190065091,0.002334592,0.01090304,0.073018081,0.324930459,0.588813829,0.089413604,10.57330431,4.55332324,3.057424933,30.58649357,6.761959552,44.26693809,7.290991575,8.837252706,0.067665037,0.072585575,0.344193154,0.326314181,0.05559291,0.054003667,0.032793399,0.028331296,0.011155257,0.007365526
PALMERSTOWN-FONTHILL,0.1130949,0.532609314,0.156365497,0.126855063,0.071075226,0.476260875,0.523739125,0.083856963,0.228607335,0.349480178,0.134925169,0.114932023,0.088198332,0.00595002,0.024444665,0.114587465,0.341580722,0.513437128,0.330870218,15.3987751,7.25636581,-12.57495463,34.12519194,19.87645349,23.40116279,12.96494993,11.8365712,0.056064138,0.057030761,0.276454199,0.256155115,0.082333542,0.074031955,0.06902826,0.057826804,0.039858987,0.031216239
PEMBROKE,0.061303907,0.632603017,0.117357002,0.094727864,0.094008209,0.475824937,0.524175063,0.009735489,0.025624541,0.114391991,0.041100294,0.360442689,0.448704996,0.002817598,0.010776075,0.065200198,0.270711814,0.650494315,1.097152924,54.56628265,20.70511767,12.39254668,28.95341962,2.680405194,80.00487346,5.799453995,5.227485198,0.030038915,0.031264993,0.324857402,0.307745615,0.062556639,0.054800362,0.050215896,0.044511968,0.05650621,0.037501999
PILTOWN,0.117240611,0.540566143,0.142705895,0.10843642,0.091050931,0.497269587,0.502730413,0.042121142,0.116384312,0.341262474,0.149338594,0.21362265,0.137270828,0.003364554,0.011230336,0.0869328,0.310130035,0.588342275,0.934432054,19.6836251,7.553468457,-0.517586945,36.55480592,9.408361457,35.39499966,8.052805281,6.946983547,0.054719715,0.062520896,0.27270701,0.267859133,0.069820573,0.072885323,0.054273933,0.054162487,0.051209183,0.039841747
PORTLAOISE,0.123979324,0.593902165,0.131657802,0.090643494,0.059817215,0.508989437,0.491010563,0.041233818,0.108438549,0.355521816,0.153667892,0.20121464,0.139923286,0.003583224,0.016794416,0.093849318,0.330716022,0.55505702,2.509464707,15.78951569,9.160227512,-2.309139606,34.42765078,9.533262076,36.65190614,10.59487625,10.39684697,0.061390366,0.062588958,0.288972957,0.304929208,0.06360027,0.068057532,0.043860963,0.046782531,0.033186006,0.026631208
PORTLAW-KILMACTHOMAS,0.118479524,0.505776988,0.16148219,0.124290695,0.089970602,0.501606618,0.498393382,0.038928769,0.151987852,0.321093319,0.132523468,0.211761458,0.143705135,0.002569115,0.012063669,0.084557386,0.307456018,0.593353812,2.153922348,14.14717305,5.456912746,1.177304855,37.49864234,11.43353175,35.92096561,6.111456391,5.952989269,0.056607643,0.061871881,0.257947631,0.247829357,0.079100294,0.082381896,0.059684146,0.06460655,0.045053668,0.044916934
RATHFARNHAM-TEMPLEOGUE,0.085576227,0.476668456,0.161908541,0.147995985,0.12785079,0.474427508,0.525572492,0.020235013,0.095598486,0.253216491,0.090181239,0.276877116,0.263891655,0.002614607,0.012550113,0.081595104,0.297290493,0.605949683,0.478760847,50.48596786,19.75368043,5.357020008,39.55496639,7.918743022,53.72927048,5.244109041,5.015830695,0.042741427,0.0428348,0.243049558,0.233618899,0.085879689,0.076028852,0.080067228,0.067928757,0.07383459,0.0540162
RATOATH,0.121933358,0.583702274,0.143870044,0.092739922,0.057754402,0.490862488,0.509137512,0.024563714,0.071122819,0.29667435,0.117550214,0.264603227,0.225485677,0.001729597,0.009100343,0.063303265,0.284345813,0.641520981,3.404175712,33.95969576,12.34834735,6.934609615,33.96734984,6.15052489,49.71639011,5.18876697,5.62513496,0.060916747,0.061016611,0.297759728,0.285942545,0.071535568,0.072334476,0.047568323,0.045171599,0.031357145,0.026397257
ROSCOMMON,0.104728192,0.497446271,0.155802781,0.130821745,0.111201011,0.498558786,0.501441214,0.056880734,0.146381244,0.357696228,0.140672783,0.174413863,0.123955148,0.004008102,0.018014912,0.107313709,0.33185364,0.538809637,2.972776849,23.41936753,10.25480478,-3.750405863,38.97118342,12.82645053,32.99884215,9.548470626,8.109193095,0.051630847,0.053097345,0.245461441,0.251984829,0.078280657,0.077522124,0.065689001,0.065132743,0.060379267,0.050821745
ROSCREA-TEMPLEMORE,0.109830409,0.512737684,0.155715439,0.12392629,0.097790177,0.500697452,0.499302548,0.050244553,0.15666222,0.375277901,0.154290796,0.163183637,0.100340892,0.003984304,0.016118322,0.102505282,0.327980682,0.54941141,0.34772878,8.7282383,3.857068783,-4.769183257,37.91450029,12.69206291,28.93899445,8.079034029,8.226641242,0.052859555,0.056970854,0.256295426,0.256442258,0.075324866,0.080390573,0.061963145,0.061963145,0.052859555,0.044930622
ROSSLARE,0.110511706,0.493636411,0.166553187,0.131042791,0.098255905,0.486775258,0.513224742,0.057762486,0.159941612,0.357835471,0.134292566,0.171410698,0.118757168,0.00332211,0.016520763,0.098900112,0.32664422,0.554612795,0.069913888,34.56888498,9.349955766,-3.642928465,37.50477241,13.34441107,31.52041925,9.055451925,7.971586425,0.0545226,0.055989106,0.256481433,0.237154978,0.086733358,0.079819829,0.064892893,0.066149898,0.050594459,0.047661447
RUSH-LUSK,0.138168808,0.599837372,0.134428362,0.075914783,0.051650675,0.486713287,0.513286713,0.032315623,0.087827121,0.317010309,0.133690193,0.237245572,0.191911182,0.002384284,0.011843674,0.075338206,0.299564609,0.610869227,1.002653858,31.32784733,10.61361994,4.173191635,33.01204819,7.66280295,44.43835616,6.664184661,6.827054975,0.068141161,0.070027647,0.311562856,0.288274516,0.066710034,0.067718328,0.038347699,0.037567084,0.028524963,0.023125711
SHANNON,0.111336196,0.550968317,0.140142614,0.115387732,0.082165141,0.491532291,0.508467709,0.030612245,0.103880897,0.369688859,0.139846102,0.206674473,0.149297424,0.003303055,0.016416185,0.093212221,0.329083402,0.557985136,0.828245333,21.73119173,14.33932993,0.303595203,34.87442563,8.439172877,38.88947203,8.223765815,7.488795721,0.053966453,0.057369743,0.280852443,0.270115874,0.070051049,0.070091565,0.059192934,0.056194798,0.044404829,0.037760311
SKIBBEREEN-WEST CORK,0.104265223,0.497483253,0.164402225,0.130189608,0.10365969,0.491882072,0.508117928,0.039790814,0.118008186,0.302637563,0.155222071,0.221085342,0.163256025,0.00347066,0.012629346,0.089626583,0.313259207,0.581014204,0.09053828,34.32306273,7.55047095,1.843283014,38.47926966,9.789354899,40.04607862,6.420414822,5.942564686,0.051583847,0.052681376,0.250614995,0.246868259,0.083714945,0.08068728,0.064413579,0.065776028,0.057790561,0.045869129
SLIGO-DRUMCLIFF,0.109734985,0.494673059,0.163004395,0.138899987,0.093687575,0.482620855,0.517379145,0.024396712,0.090426942,0.296870857,0.121453195,0.250331477,0.216520817,0.002825328,0.011245914,0.080660351,0.29605008,0.609218326,2.64399693,34.73028633,12.18381468,4.528946402,38.62996227,7.141090129,48.00032984,6.426735219,5.467659376,0.053935278,0.055799707,0.258489812,0.236183247,0.084365428,0.078638967,0.070581968,0.068318018,0.050006659,0.043680916
SLIGO-STRANDHILL,0.086708721,0.546536078,0.146303674,0.120849934,0.099601594,0.47836432,0.52163568,0.034586299,0.132339858,0.299043594,0.134564057,0.224644128,0.174822064,0.004561606,0.021655623,0.118985883,0.334533756,0.520263133,0.901875737,15.33061769,3.590930549,-1.573597305,33.84789813,10.92112922,42.7750291,12.79545051,8.84226302,0.041888004,0.044820717,0.279548473,0.266987605,0.07685923,0.069444444,0.064353696,0.056496237,0.058986277,0.040615317
SOUTH EAST INNER CITY,0.05841895,0.726398402,0.105565068,0.069434932,0.040182648,0.508675799,0.491324201,0.031179267,0.095574921,0.160989135,0.064282481,0.283216388,0.364757809,0.003789756,0.016004431,0.087164388,0.313850101,0.579191324,0.55867888,44.88590974,16.47293815,5.622254825,22.32827055,9.130931029,63.26430784,9.966040613,8.406973967,0.030821918,0.027597032,0.354195205,0.372203196,0.049657534,0.055907534,0.034018265,0.035416667,0.022631279,0.01755137
SOUTH WEST INNER CITY,0.051289214,0.737380227,0.098751292,0.064865771,0.047713496,0.508590105,0.491409895,0.036166667,0.100055556,0.188833333,0.081611111,0.283055556,0.310277778,0.004079302,0.021130782,0.100513992,0.329172446,0.545103478,0.587496094,33.76434707,12.64005742,4.767063654,20.84810381,9.802510594,58.51123371,9.747391543,8.252388849,0.024527195,0.026762019,0.358270246,0.379109981,0.048356007,0.050395285,0.032181468,0.032684303,0.028074978,0.019638517
STILLORGAN,0.093476531,0.526610979,0.147096261,0.118536197,0.114280032,0.469809069,0.530190931,0.007662566,0.021089631,0.197820738,0.055887522,0.331107206,0.386432337,0.002096239,0.007790501,0.060540642,0.267911895,0.661660722,0.859055704,39.47869532,15.74280421,11.36111864,34.43185926,2.109008405,71.95379776,4.633563463,4.905944319,0.046738266,0.046738266,0.275775656,0.250835322,0.07645187,0.070644391,0.064558473,0.053977725,0.066666667,0.047613365
SWINFORD,0.097839984,0.446807079,0.177982639,0.157526411,0.119843887,0.497005585,0.502994415,0.07112553,0.166708261,0.348015972,0.130646369,0.171449963,0.112053906,0.004167618,0.018040649,0.117549669,0.344485042,0.515757022,0.302762399,13.12293516,9.046015705,-5.404768893,40.37971881,15.31661845,32.05560913,10.10698839,9.440086557,0.049323733,0.048516251,0.223201669,0.22360541,0.091178252,0.086804387,0.075768791,0.081757621,0.06352197,0.056321916
SWORDS,0.104706379,0.638078404,0.13016409,0.077270089,0.049781037,0.491399778,0.508600222,0.024108161,0.07818863,0.343867079,0.143345822,0.232611174,0.177879133,0.002693709,0.013649637,0.079498382,0.324422211,0.579736062,1.583826913,31.79940247,12.88987569,3.405472946,30.66332916,6.607744108,43.58515713,7.261146497,7.040365815,0.050414182,0.054292196,0.321426687,0.316651717,0.068696249,0.061467842,0.039360523,0.037909566,0.02870258,0.021078457
TALLAGHT CENTRAL,0.083789211,0.563672876,0.113600166,0.146215636,0.092722111,0.487016135,0.512983865,0.042739297,0.212487555,0.330749538,0.157801166,0.158725644,0.0974968,0.004931994,0.022913859,0.114477392,0.353142997,0.504533758,0.400984568,34.72464139,13.83667918,-7.381191835,37.53109625,16.20169736,28.83712532,10.1611553,9.524984577,0.042102347,0.041686864,0.27948203,0.284190846,0.061179974,0.052420193,0.079599751,0.066615885,0.050619763,0.042102347
TALLAGHT SOUTH,0.150080356,0.657343306,0.09704537,0.071609593,0.023921375,0.473266164,0.526733836,0.058714079,0.146854111,0.390531321,0.158638274,0.145200193,0.100062022,0.004614454,0.017928287,0.102476171,0.322280498,0.55270059,0.904923264,18.29502666,7.285713897,-9.225323094,31.45907799,13.08046481,28.52006139,14.92537313,13.10864999,0.074267524,0.075812832,0.349425145,0.30791816,0.051520584,0.045524787,0.038539993,0.033069601,0.012980591,0.010940784
THURLES,0.109899749,0.490789474,0.159022556,0.135776942,0.104511278,0.487218045,0.512781955,0.039324427,0.138769851,0.382908999,0.123771112,0.19120242,0.124023191,0.003839276,0.014673399,0.105711581,0.326285895,0.54948985,0.037557326,0.399914045,7.656542815,-2.482476774,38.31331331,10.88933416,33.12268804,8.269645307,7.645259939,0.058082707,0.051817043,0.247807018,0.242982456,0.078634085,0.080388471,0.068233083,0.06754386,0.060025063,0.044486216
TRALEE,0.101499183,0.524435633,0.159031618,0.11969112,0.095342447,0.483912484,0.516087516,0.043371704,0.121574452,0.338210175,0.142072039,0.207129595,0.147642035,0.004218755,0.019139498,0.110308031,0.341564041,0.524769675,3.043666017,40.81822512,12.97137664,-3.608909321,35.27643227,10.3292717,38.95916659,13.16657192,10.5950096,0.050227834,0.051271349,0.270931163,0.25350447,0.080733243,0.078298376,0.061706494,0.057984626,0.052488782,0.042853664
TRAMORE-WATERFORD CITY WEST,0.107446327,0.549901956,0.152144401,0.109055257,0.081452059,0.492684398,0.507315602,0.032939714,0.116428423,0.335715765,0.146260617,0.21276155,0.15589393,0.004206569,0.016199767,0.10243444,0.32426385,0.552895373,1.415857984,20.64899899,5.442447679,-0.843348159,33.47982099,9.440879927,38.49679193,11.39007961,9.276373147,0.053999698,0.053446629,0.277942581,0.271959375,0.075217457,0.076926945,0.055306954,0.053748303,0.044848911,0.036603147
TRIM,0.127118315,0.560476209,0.143793384,0.098227789,0.070384302,0.492263544,0.507736456,0.042287777,0.128275537,0.334771693,0.137768712,0.200925781,0.155970501,0.002897738,0.012556864,0.081198978,0.305976195,0.597370225,0.293546798,17.0857575,5.240698248,0.682224317,35.51636527,10.51918517,37.47520201,6.785832506,7.171799028,0.062899911,0.064218405,0.286772405,0.273703804,0.070810874,0.072982511,0.047698453,0.050529336,0.039554814,0.030829488
TUAM,0.119932795,0.535532995,0.142703939,0.114427683,0.087402588,0.496532494,0.503467506,0.036227178,0.13552717,0.348271632,0.135455005,0.196940175,0.147578841,0.003324231,0.014662234,0.09233646,0.329098896,0.560578179,0.22062643,24.11997485,11.41564476,0.112645379,37.39590367,10.85815959,37.48802409,7.694826457,7.493904786,0.057624937,0.062307857,0.271895331,0.263637664,0.070422535,0.072281404,0.057267463,0.05716022,0.046257239,0.041145349
TULLAMORE,0.114693272,0.542546174,0.149488786,0.110075858,0.08319591,0.488291557,0.511708443,0.056235556,0.13549602,0.343576136,0.128220491,0.185739964,0.150731833,0.003650766,0.018081626,0.095436542,0.322094024,0.560737042,4.451713001,39.15371091,11.74812976,-2.36700125,36.04884036,11.96133924,35.96411598,9.721692718,9.295732617,0.055202836,0.059490435,0.277539578,0.265006596,0.076805739,0.072683047,0.054873021,0.055202836,0.047287269,0.035908641
TULLOW,0.119668321,0.537470947,0.153527232,0.114328789,0.075004711,0.487153716,0.512846284,0.040647145,0.157106565,0.325043455,0.169006552,0.183446985,0.124749298,0.003506535,0.017585804,0.104611625,0.313197322,0.561098714,0.58173119,21.34657512,5.741032156,-2.549635053,35.97033375,11.90917143,32.59521701,7.501399515,8.212669683,0.060242478,0.059425843,0.277278724,0.260192223,0.077831522,0.07569571,0.056661851,0.057666939,0.040831711,0.034173001
WATERFORD CITY EAST,0.110987059,0.516011165,0.158284699,0.114742451,0.099974626,0.481248414,0.518751586,0.019306622,0.086360805,0.291052522,0.111064978,0.269773718,0.222441354,0.003070445,0.013115186,0.088341083,0.302833582,0.592639705,0.225206368,9.826549482,8.852164952,3.877186173,36.21756773,6.714596662,49.32392322,8.069164265,7.356608479,0.055823395,0.055163664,0.265567115,0.25044405,0.0817559,0.0765288,0.059071302,0.055671149,0.056533875,0.043440751
WATERFORD CITY SOUTH,0.101529903,0.571776277,0.134313531,0.10605007,0.086330221,0.48738327,0.51261673,0.042193189,0.20400514,0.359713001,0.153030628,0.157421289,0.083636753,0.004779538,0.022433689,0.120177403,0.348389597,0.504219773,0.755702977,15.21317488,6.654355843,-8.966674448,33.216716,15.3164557,26.65556296,14.92537313,12.54812741,0.050764951,0.050764951,0.292370356,0.279405921,0.067752831,0.066560699,0.053596265,0.052453805,0.048132327,0.038197894
WESTPORT,0.099544973,0.498410522,0.166053731,0.140809076,0.095181699,0.479710777,0.520289223,0.042246759,0.124699952,0.319851176,0.120619299,0.21231397,0.180268843,0.002470044,0.013716628,0.092232499,0.323996216,0.567584612,0.188173344,14.59025876,7.69243216,1.450672401,38.48197724,10.61426936,42.25867989,7.79586096,6.162162162,0.048806333,0.05073864,0.262918407,0.235492115,0.08564483,0.080408901,0.070996696,0.069812379,0.051922957,0.043258742
WEXFORD,0.098559485,0.523688032,0.158103387,0.120029831,0.099619264,0.480551085,0.519448915,0.048804781,0.139442231,0.339028501,0.135075084,0.197057922,0.14059148,0.005020281,0.021311257,0.10951526,0.322661081,0.54149212,0.166657562,40.71588015,8.21626163,-3.207600836,36.02561258,11.78586847,35.24727779,10.7350341,8.6846543,0.047650822,0.050908663,0.270479256,0.253208777,0.082466538,0.075636849,0.062212976,0.057816854,0.056639322,0.042979943
WICKLOW,0.117573189,0.557727023,0.145514481,0.104112707,0.0750726,0.48563692,0.51436308,0.043331502,0.098987362,0.309443441,0.137294921,0.226783892,0.184158882,0.003175107,0.012636926,0.082616288,0.306429592,0.595142086,1.173801775,27.13613851,9.124137059,1.030607407,35.65489522,8.835282651,43.24074074,9.609995329,8.80613068,0.057334589,0.0602386,0.287693274,0.270033749,0.075033357,0.070481124,0.052389922,0.051722785,0.041911938,0.033160662
