CSO_LEA,p_age_12to17,p_age_18to54,p_age_55to64,p_age_65to70,p_age_71plus,p_edu_NoFormal,p_edu_Primary,p_edu_UpperSecondary,p_edu_Apprenticeship,p_edu_HonoursBachelor,p_edu_Postgraduate,p_health_VeryBad,p_health_Bad,p_health_Fair,p_health_Good,p_health_VeryGood
DROGHEDA RURAL,0.149336137767845,0.577954515577757,0.129091626133824,0.0851189693703168,0.0584987511502563,0.04190022421524664,0.11448991031390136,0.3265134529147982,0.1516255605381166,0.21062219730941703,0.1548486547085202,0.00305102577590741,0.01320357706470278,0.08669121514992109,0.30247238295633877,0.5945817990531299
DROGHEDA URBAN,0.100065717415115,0.556495071193866,0.149397590361446,0.104841182913472,0.0892004381161008,0.06095908967759415,0.1914566964688883,0.3176194346608868,0.1464824347511966,0.16463469701074687,0.11884764743068724,0.00480452555310163,0.02386764307024681,0.1225154016040916,0.3428261459180906,0.5059862838544694
DUNDALK SOUTH,0.114193504085697,0.573988875918423,0.133763647600082,0.102932088168647,0.075121884227151,0.04444911101777964,0.12221755564888702,0.3146437071258575,0.12858742825143496,0.23141537169256615,0.15868682626347472,0.00386325736520289,0.01461923290717065,0.0962201222901612,0.31823235130628125,0.567065036131184
DUNDALK-CARLINGFORD,0.115290669272106,0.531509526135808,0.146995603321935,0.114655593551539,0.0915486077186126,0.06981519507186858,0.16252566735112936,0.3257700205338809,0.13562628336755647,0.18305954825462012,0.12320328542094457,0.00445110207575433,0.02084314145088808,0.10952279049860902,0.3221057136742992,0.5430772523004493
DUNDRUM,0.086256036735017,0.532222310189217,0.142546116697015,0.114836513340195,0.124139023038556,0.0198079231692677,0.07716419901293851,0.2030812324929972,0.07703081232492998,0.2981859410430839,0.3247298919567827,0.00293075684380032,0.01314009661835748,0.07935587761674719,0.29188405797101447,0.6126892109500806
DUNGARVAN,0.111424223637491,0.513047398974243,0.156174265907682,0.124048920701122,0.0953051907794623,0.04196564470537073,0.1332898456186127,0.30158730158730157,0.15220700152207,0.2101543813872581,0.1607958251793868,0.00351666901111267,0.01491067660711773,0.09602850846345008,0.3206264359731795,0.56491770994514
DÚN LAOGHAIRE,0.0894952973903828,0.520439793350113,0.15114584713207,0.117393032189694,0.12152602993774,0.02196233712417698,0.06146691836640729,0.20341636355264975,0.0755559648234265,0.2825636539435517,0.35503476218978774,0.00328222750903163,0.01312891003612653,0.08401621288219227,0.28989338267688786,0.6096792668957618
EDENDERRY,0.124528878476113,0.562952022002648,0.142609758582052,0.0993175104410716,0.0705918304981155,0.04956778640989167,0.16818032607506292,0.3839588576430682,0.15329904803589017,0.14749972644709486,0.09749425538899224,0.00385250412768299,0.01862749248550019,0.10215486219889082,0.3333897802802591,0.541975360907667
ENNIS,0.110209550749991,0.552201585588268,0.147504373394871,0.105222019577921,0.0848624706889493,0.03029172573304484,0.09736626128478698,0.3235096620159666,0.1294486309035291,0.23084384093113483,0.18853987913153772,0.00412266514445184,0.01683950147464561,0.10087844480385628,0.32752988932229726,0.550629499254749
ENNISCORTHY,0.106052789957871,0.531940503825982,0.154371937064741,0.118777405210214,0.0888573639411916,0.06627025163736643,0.1801103067907618,0.3453981385729059,0.1490865218890038,0.16072044122716306,0.09841433988279905,0.0044186386210926,0.01756500146070698,0.10955302366345313,0.3254089979550102,0.543054338299737
