Statistic Label,Census Year,Local Electoral Area,Age,Sex,UNIT,VALUE
Population,2022,"Swords, Fingal",Age 65-69,Both Sexes,Number,1616
Population,2022,"Swords, Fingal",Age 70-74,Males,Number,656
Population,2022,"Swords, Fingal",Age 70-74,Females,Number,657
Population,2022,"Swords, Fingal",Age 70-74,Both Sexes,Number,1313
Population,2022,"Swords, Fingal",Age 75-79,Males,Number,393
Population,2022,"Swords, Fingal",Age 75-79,Females,Number,513
Population,2022,"Swords, Fingal",Age 75-79,Both Sexes,Number,906
Population,2022,"Swords, Fingal",Age 80-84,Males,Number,265
Population,2022,"Swords, Fingal",Age 80-84,Females,Number,282
Population,2022,"Swords, Fingal",Age 80-84,Both Sexes,Number,547
Population,2022,"Swords, Fingal",Age 85 and over,Males,Number,141
Population,2022,"Swords, Fingal",Age 85 and over,Females,Number,293
Population,2022,"Swords, Fingal",Age 85 and over,Both Sexes,Number,434
Population,2022,"Swords, Fingal",Total,Males,Number,24137
Population,2022,"Swords, Fingal",Total,Females,Number,24602
Population,2022,"Swords, Fingal",Total,Both Sexes,Number,48739
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 0,Males,Number,259
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 0,Females,Number,218
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 0,Both Sexes,Number,477
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 1,Males,Number,246
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 1,Females,Number,258
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 1,Both Sexes,Number,504
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 2,Males,Number,258
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 2,Females,Number,279
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 2,Both Sexes,Number,537
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 3,Males,Number,295
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 3,Females,Number,245
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 3,Both Sexes,Number,540
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 4,Males,Number,274
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 4,Females,Number,276
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 4,Both Sexes,Number,550
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 5,Males,Number,309
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 5,Females,Number,280
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 5,Both Sexes,Number,589
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 6,Males,Number,323
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 6,Females,Number,290
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 6,Both Sexes,Number,613
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 7,Males,Number,350
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 7,Females,Number,311
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 7,Both Sexes,Number,661
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 8,Males,Number,363
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 8,Females,Number,342
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 8,Both Sexes,Number,705
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 9,Males,Number,383
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 9,Females,Number,340
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 9,Both Sexes,Number,723
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 10,Males,Number,392
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 10,Females,Number,397
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 10,Both Sexes,Number,789
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 11,Males,Number,379
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 11,Females,Number,350
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 11,Both Sexes,Number,729
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 12,Males,Number,426
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 12,Females,Number,372
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 12,Both Sexes,Number,798
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 13,Males,Number,358
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 13,Females,Number,350
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 13,Both Sexes,Number,708
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 14,Males,Number,353
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 14,Females,Number,326
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 14,Both Sexes,Number,679
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 15,Males,Number,324
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 15,Females,Number,335
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 15,Both Sexes,Number,659
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 16,Males,Number,315
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 16,Females,Number,320
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 16,Both Sexes,Number,635
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 17,Males,Number,315
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 17,Females,Number,295
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 17,Both Sexes,Number,610
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 18,Males,Number,310
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 18,Females,Number,272
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 18,Both Sexes,Number,582
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 19,Males,Number,290
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 19,Females,Number,317
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 19,Both Sexes,Number,607
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 20-24,Males,Number,1386
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 20-24,Females,Number,1247
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 20-24,Both Sexes,Number,2633
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 25-29,Males,Number,1275
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 25-29,Females,Number,1356
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 25-29,Both Sexes,Number,2631
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 30-34,Males,Number,1477
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 30-34,Females,Number,1644
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 30-34,Both Sexes,Number,3121
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 35-39,Males,Number,1771
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 35-39,Females,Number,2012
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 35-39,Both Sexes,Number,3783
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 40-44,Males,Number,2002
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 40-44,Females,Number,2140
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 40-44,Both Sexes,Number,4142
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 45-49,Males,Number,1792
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 45-49,Females,Number,1793
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 45-49,Both Sexes,Number,3585
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 50-54,Males,Number,1221
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 50-54,Females,Number,1198
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 50-54,Both Sexes,Number,2419
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 55-59,Males,Number,795
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 55-59,Females,Number,743
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 55-59,Both Sexes,Number,1538
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 60-64,Males,Number,503
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 60-64,Females,Number,527
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 60-64,Both Sexes,Number,1030
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 65-69,Males,Number,369
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 65-69,Females,Number,435
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 65-69,Both Sexes,Number,804
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 70-74,Males,Number,311
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 70-74,Females,Number,375
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 70-74,Both Sexes,Number,686
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 75-79,Males,Number,211
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 75-79,Females,Number,224
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 75-79,Both Sexes,Number,435
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 80-84,Males,Number,118
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 80-84,Females,Number,148
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 80-84,Both Sexes,Number,266
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 85 and over,Males,Number,87
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 85 and over,Females,Number,167
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Age 85 and over,Both Sexes,Number,254
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Total,Males,Number,19840
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Total,Females,Number,20182
Population,2022,"Blanchardstown-Mulhuddart, Fingal",Total,Both Sexes,Number,40022
Population,2022,"Castleknock, Fingal",Age 0,Males,Number,300
Population,2022,"Castleknock, Fingal",Age 0,Females,Number,274
Population,2022,"Castleknock, Fingal",Age 0,Both Sexes,Number,574
Population,2022,"Castleknock, Fingal",Age 1,Males,Number,277
Population,2022,"Castleknock, Fingal",Age 1,Females,Number,263
Population,2022,"Castleknock, Fingal",Age 1,Both Sexes,Number,540
Population,2022,"Castleknock, Fingal",Age 2,Males,Number,316
Population,2022,"Castleknock, Fingal",Age 2,Females,Number,272
Population,2022,"Castleknock, Fingal",Age 2,Both Sexes,Number,588
Population,2022,"Castleknock, Fingal",Age 3,Males,Number,283
Population,2022,"Castleknock, Fingal",Age 3,Females,Number,297
Population,2022,"Castleknock, Fingal",Age 3,Both Sexes,Number,580
Population,2022,"Castleknock, Fingal",Age 4,Males,Number,314
Population,2022,"Castleknock, Fingal",Age 4,Females,Number,310
Population,2022,"Castleknock, Fingal",Age 4,Both Sexes,Number,624
Population,2022,"Castleknock, Fingal",Age 5,Males,Number,320
Population,2022,"Castleknock, Fingal",Age 5,Females,Number,304
Population,2022,"Castleknock, Fingal",Age 5,Both Sexes,Number,624
Population,2022,"Castleknock, Fingal",Age 6,Males,Number,351
Population,2022,"Castleknock, Fingal",Age 6,Females,Number,317
Population,2022,"Castleknock, Fingal",Age 6,Both Sexes,Number,668
Population,2022,"Castleknock, Fingal",Age 7,Males,Number,343
Population,2022,"Castleknock, Fingal",Age 7,Females,Number,346
Population,2022,"Castleknock, Fingal",Age 7,Both Sexes,Number,689
Population,2022,"Castleknock, Fingal",Age 8,Males,Number,336
Population,2022,"Castleknock, Fingal",Age 8,Females,Number,331
Population,2022,"Castleknock, Fingal",Age 8,Both Sexes,Number,667
Population,2022,"Castleknock, Fingal",Age 9,Males,Number,380
Population,2022,"Castleknock, Fingal",Age 9,Females,Number,358
Population,2022,"Castleknock, Fingal",Age 9,Both Sexes,Number,738
Population,2022,"Castleknock, Fingal",Age 10,Males,Number,408
Population,2022,"Castleknock, Fingal",Age 10,Females,Number,312
Population,2022,"Castleknock, Fingal",Age 10,Both Sexes,Number,720
Population,2022,"Castleknock, Fingal",Age 11,Males,Number,346
Population,2022,"Castleknock, Fingal",Age 11,Females,Number,353
Population,2022,"Castleknock, Fingal",Age 11,Both Sexes,Number,699
Population,2022,"Castleknock, Fingal",Age 12,Males,Number,370
Population,2022,"Castleknock, Fingal",Age 12,Females,Number,333
Population,2022,"Castleknock, Fingal",Age 12,Both Sexes,Number,703
Population,2022,"Castleknock, Fingal",Age 13,Males,Number,317
Population,2022,"Castleknock, Fingal",Age 13,Females,Number,354
Population,2022,"Castleknock, Fingal",Age 13,Both Sexes,Number,671
Population,2022,"Castleknock, Fingal",Age 14,Males,Number,342
Population,2022,"Castleknock, Fingal",Age 14,Females,Number,334
Population,2022,"Castleknock, Fingal",Age 14,Both Sexes,Number,676
Population,2022,"Castleknock, Fingal",Age 15,Males,Number,312
Population,2022,"Castleknock, Fingal",Age 15,Females,Number,298
Population,2022,"Castleknock, Fingal",Age 15,Both Sexes,Number,610
Population,2022,"Castleknock, Fingal",Age 16,Males,Number,267
Population,2022,"Castleknock, Fingal",Age 16,Females,Number,281
Population,2022,"Castleknock, Fingal",Age 16,Both Sexes,Number,548
Population,2022,"Castleknock, Fingal",Age 17,Males,Number,304
Population,2022,"Castleknock, Fingal",Age 17,Females,Number,262
Population,2022,"Castleknock, Fingal",Age 17,Both Sexes,Number,566
Population,2022,"Castleknock, Fingal",Age 18,Males,Number,278
Population,2022,"Castleknock, Fingal",Age 18,Females,Number,316
Population,2022,"Castleknock, Fingal",Age 18,Both Sexes,Number,594
Population,2022,"Castleknock, Fingal",Age 19,Males,Number,285
Population,2022,"Castleknock, Fingal",Age 19,Females,Number,296
Population,2022,"Castleknock, Fingal",Age 19,Both Sexes,Number,581
Population,2022,"Castleknock, Fingal",Age 20-24,Males,Number,1396
Population,2022,"Castleknock, Fingal",Age 20-24,Females,Number,1259
Population,2022,"Castleknock, Fingal",Age 20-24,Both Sexes,Number,2655
Population,2022,"Castleknock, Fingal",Age 25-29,Males,Number,1466
Population,2022,"Castleknock, Fingal",Age 25-29,Females,Number,1316
Population,2022,"Castleknock, Fingal",Age 25-29,Both Sexes,Number,2782
Population,2022,"Castleknock, Fingal",Age 30-34,Males,Number,1560
Population,2022,"Castleknock, Fingal",Age 30-34,Females,Number,1642
Population,2022,"Castleknock, Fingal",Age 30-34,Both Sexes,Number,3202
Population,2022,"Castleknock, Fingal",Age 35-39,Males,Number,1901
Population,2022,"Castleknock, Fingal",Age 35-39,Females,Number,2004
Population,2022,"Castleknock, Fingal",Age 35-39,Both Sexes,Number,3905
Population,2022,"Castleknock, Fingal",Age 40-44,Males,Number,2090
Population,2022,"Castleknock, Fingal",Age 40-44,Females,Number,2113
Population,2022,"Castleknock, Fingal",Age 40-44,Both Sexes,Number,4203
Population,2022,"Castleknock, Fingal",Age 45-49,Males,Number,1749
Population,2022,"Castleknock, Fingal",Age 45-49,Females,Number,1734
Population,2022,"Castleknock, Fingal",Age 45-49,Both Sexes,Number,3483
Population,2022,"Castleknock, Fingal",Age 50-54,Males,Number,1402
Population,2022,"Castleknock, Fingal",Age 50-54,Females,Number,1491
Population,2022,"Castleknock, Fingal",Age 50-54,Both Sexes,Number,2893
Population,2022,"Castleknock, Fingal",Age 55-59,Males,Number,1146
Population,2022,"Castleknock, Fingal",Age 55-59,Females,Number,1287
Population,2022,"Castleknock, Fingal",Age 55-59,Both Sexes,Number,2433
Population,2022,"Castleknock, Fingal",Age 60-64,Males,Number,1090
Population,2022,"Castleknock, Fingal",Age 60-64,Females,Number,1301
Population,2022,"Castleknock, Fingal",Age 60-64,Both Sexes,Number,2391
Population,2022,"Castleknock, Fingal",Age 65-69,Males,Number,1051
Population,2022,"Castleknock, Fingal",Age 65-69,Females,Number,1173
Population,2022,"Castleknock, Fingal",Age 65-69,Both Sexes,Number,2224
Population,2022,"Castleknock, Fingal",Age 70-74,Males,Number,858
Population,2022,"Castleknock, Fingal",Age 70-74,Females,Number,1032
Population,2022,"Castleknock, Fingal",Age 70-74,Both Sexes,Number,1890
Population,2022,"Castleknock, Fingal",Age 75-79,Males,Number,592
Population,2022,"Castleknock, Fingal",Age 75-79,Females,Number,705
Population,2022,"Castleknock, Fingal",Age 75-79,Both Sexes,Number,1297
Population,2022,"Castleknock, Fingal",Age 80-84,Males,Number,316
Population,2022,"Castleknock, Fingal",Age 80-84,Females,Number,334
Population,2022,"Castleknock, Fingal",Age 80-84,Both Sexes,Number,650
Population,2022,"Castleknock, Fingal",Age 85 and over,Males,Number,169
Population,2022,"Castleknock, Fingal",Age 85 and over,Females,Number,312
Population,2022,"Castleknock, Fingal",Age 85 and over,Both Sexes,Number,481
Population,2022,"Castleknock, Fingal",Total,Males,Number,23235
Population,2022,"Castleknock, Fingal",Total,Females,Number,23914
Population,2022,"Castleknock, Fingal",Total,Both Sexes,Number,47149
Population,2022,"Howth-Malahide, Fingal",Age 0,Males,Number,404
Population,2022,"Howth-Malahide, Fingal",Age 0,Females,Number,373
Population,2022,"Howth-Malahide, Fingal",Age 0,Both Sexes,Number,777
Population,2022,"Howth-Malahide, Fingal",Age 1,Males,Number,383
Population,2022,"Howth-Malahide, Fingal",Age 1,Females,Number,403
Population,2022,"Howth-Malahide, Fingal",Age 1,Both Sexes,Number,786
Population,2022,"Howth-Malahide, Fingal",Age 2,Males,Number,464
Population,2022,"Howth-Malahide, Fingal",Age 2,Females,Number,440
Population,2022,"Howth-Malahide, Fingal",Age 2,Both Sexes,Number,904
Population,2022,"Howth-Malahide, Fingal",Age 3,Males,Number,462
Population,2022,"Howth-Malahide, Fingal",Age 3,Females,Number,465
Population,2022,"Howth-Malahide, Fingal",Age 3,Both Sexes,Number,927
Population,2022,"Howth-Malahide, Fingal",Age 4,Males,Number,487
Population,2022,"Howth-Malahide, Fingal",Age 4,Females,Number,425
Population,2022,"Howth-Malahide, Fingal",Age 4,Both Sexes,Number,912
Population,2022,"Howth-Malahide, Fingal",Age 5,Males,Number,494
Population,2022,"Howth-Malahide, Fingal",Age 5,Females,Number,444
Population,2022,"Howth-Malahide, Fingal",Age 5,Both Sexes,Number,938
Population,2022,"Howth-Malahide, Fingal",Age 6,Males,Number,469
Population,2022,"Howth-Malahide, Fingal",Age 6,Females,Number,481
Population,2022,"Howth-Malahide, Fingal",Age 6,Both Sexes,Number,950
Population,2022,"Howth-Malahide, Fingal",Age 7,Males,Number,529
Population,2022,"Howth-Malahide, Fingal",Age 7,Females,Number,530
Population,2022,"Howth-Malahide, Fingal",Age 7,Both Sexes,Number,1059
Population,2022,"Howth-Malahide, Fingal",Age 8,Males,Number,541
Population,2022,"Howth-Malahide, Fingal",Age 8,Females,Number,531
Population,2022,"Howth-Malahide, Fingal",Age 8,Both Sexes,Number,1072
Population,2022,"Howth-Malahide, Fingal",Age 9,Males,Number,528
Population,2022,"Howth-Malahide, Fingal",Age 9,Females,Number,506
Population,2022,"Howth-Malahide, Fingal",Age 9,Both Sexes,Number,1034
Population,2022,"Howth-Malahide, Fingal",Age 10,Males,Number,593
Population,2022,"Howth-Malahide, Fingal",Age 10,Females,Number,547
