Statistic Label,Census Year,Local Electoral Area,Age,Sex,UNIT,VALUE
Population,2022,"Wicklow, Wicklow",Age 75-79,Both Sexes,Number,909
Population,2022,"Wicklow, Wicklow",Age 80-84,Males,Number,260
Population,2022,"Wicklow, Wicklow",Age 80-84,Females,Number,314
Population,2022,"Wicklow, Wicklow",Age 80-84,Both Sexes,Number,574
Population,2022,"Wicklow, Wicklow",Age 85 and over,Males,Number,154
Population,2022,"Wicklow, Wicklow",Age 85 and over,Females,Number,276
Population,2022,"Wicklow, Wicklow",Age 85 and over,Both Sexes,Number,430
Population,2022,"Wicklow, Wicklow",Total,Males,Number,16131
Population,2022,"Wicklow, Wicklow",Total,Females,Number,16462
Population,2022,"Wicklow, Wicklow",Total,Both Sexes,Number,32593
Population,2022,"Arklow, Wicklow",Age 0,Males,Number,140
Population,2022,"Arklow, Wicklow",Age 0,Females,Number,118
Population,2022,"Arklow, Wicklow",Age 0,Both Sexes,Number,258
Population,2022,"Arklow, Wicklow",Age 1,Males,Number,143
Population,2022,"Arklow, Wicklow",Age 1,Females,Number,126
Population,2022,"Arklow, Wicklow",Age 1,Both Sexes,Number,269
Population,2022,"Arklow, Wicklow",Age 2,Males,Number,142
Population,2022,"Arklow, Wicklow",Age 2,Females,Number,134
Population,2022,"Arklow, Wicklow",Age 2,Both Sexes,Number,276
Population,2022,"Arklow, Wicklow",Age 3,Males,Number,154
Population,2022,"Arklow, Wicklow",Age 3,Females,Number,158
Population,2022,"Arklow, Wicklow",Age 3,Both Sexes,Number,312
Population,2022,"Arklow, Wicklow",Age 4,Males,Number,161
Population,2022,"Arklow, Wicklow",Age 4,Females,Number,152
Population,2022,"Arklow, Wicklow",Age 4,Both Sexes,Number,313
Population,2022,"Arklow, Wicklow",Age 5,Males,Number,171
Population,2022,"Arklow, Wicklow",Age 5,Females,Number,184
Population,2022,"Arklow, Wicklow",Age 5,Both Sexes,Number,355
Population,2022,"Arklow, Wicklow",Age 6,Males,Number,209
Population,2022,"Arklow, Wicklow",Age 6,Females,Number,190
Population,2022,"Arklow, Wicklow",Age 6,Both Sexes,Number,399
Population,2022,"Arklow, Wicklow",Age 7,Males,Number,201
Population,2022,"Arklow, Wicklow",Age 7,Females,Number,190
Population,2022,"Arklow, Wicklow",Age 7,Both Sexes,Number,391
Population,2022,"Arklow, Wicklow",Age 8,Males,Number,209
Population,2022,"Arklow, Wicklow",Age 8,Females,Number,206
Population,2022,"Arklow, Wicklow",Age 8,Both Sexes,Number,415
Population,2022,"Arklow, Wicklow",Age 9,Males,Number,196
Population,2022,"Arklow, Wicklow",Age 9,Females,Number,206
Population,2022,"Arklow, Wicklow",Age 9,Both Sexes,Number,402
Population,2022,"Arklow, Wicklow",Age 10,Males,Number,224
Population,2022,"Arklow, Wicklow",Age 10,Females,Number,200
Population,2022,"Arklow, Wicklow",Age 10,Both Sexes,Number,424
Population,2022,"Arklow, Wicklow",Age 11,Males,Number,208
Population,2022,"Arklow, Wicklow",Age 11,Females,Number,259
Population,2022,"Arklow, Wicklow",Age 11,Both Sexes,Number,467
Population,2022,"Arklow, Wicklow",Age 12,Males,Number,266
Population,2022,"Arklow, Wicklow",Age 12,Females,Number,269
Population,2022,"Arklow, Wicklow",Age 12,Both Sexes,Number,535
Population,2022,"Arklow, Wicklow",Age 13,Males,Number,216
Population,2022,"Arklow, Wicklow",Age 13,Females,Number,199
Population,2022,"Arklow, Wicklow",Age 13,Both Sexes,Number,415
Population,2022,"Arklow, Wicklow",Age 14,Males,Number,241
Population,2022,"Arklow, Wicklow",Age 14,Females,Number,214
Population,2022,"Arklow, Wicklow",Age 14,Both Sexes,Number,455
Population,2022,"Arklow, Wicklow",Age 15,Males,Number,227
Population,2022,"Arklow, Wicklow",Age 15,Females,Number,203
Population,2022,"Arklow, Wicklow",Age 15,Both Sexes,Number,430
Population,2022,"Arklow, Wicklow",Age 16,Males,Number,182
Population,2022,"Arklow, Wicklow",Age 16,Females,Number,194
Population,2022,"Arklow, Wicklow",Age 16,Both Sexes,Number,376
Population,2022,"Arklow, Wicklow",Age 17,Males,Number,233
Population,2022,"Arklow, Wicklow",Age 17,Females,Number,220
Population,2022,"Arklow, Wicklow",Age 17,Both Sexes,Number,453
Population,2022,"Arklow, Wicklow",Age 18,Males,Number,169
Population,2022,"Arklow, Wicklow",Age 18,Females,Number,175
Population,2022,"Arklow, Wicklow",Age 18,Both Sexes,Number,344
Population,2022,"Arklow, Wicklow",Age 19,Males,Number,181
Population,2022,"Arklow, Wicklow",Age 19,Females,Number,148
Population,2022,"Arklow, Wicklow",Age 19,Both Sexes,Number,329
Population,2022,"Arklow, Wicklow",Age 20-24,Males,Number,717
Population,2022,"Arklow, Wicklow",Age 20-24,Females,Number,679
Population,2022,"Arklow, Wicklow",Age 20-24,Both Sexes,Number,1396
Population,2022,"Arklow, Wicklow",Age 25-29,Males,Number,636
Population,2022,"Arklow, Wicklow",Age 25-29,Females,Number,659
Population,2022,"Arklow, Wicklow",Age 25-29,Both Sexes,Number,1295
Population,2022,"Arklow, Wicklow",Age 30-34,Males,Number,686
Population,2022,"Arklow, Wicklow",Age 30-34,Females,Number,767
Population,2022,"Arklow, Wicklow",Age 30-34,Both Sexes,Number,1453
Population,2022,"Arklow, Wicklow",Age 35-39,Males,Number,886
Population,2022,"Arklow, Wicklow",Age 35-39,Females,Number,1039
Population,2022,"Arklow, Wicklow",Age 35-39,Both Sexes,Number,1925
Population,2022,"Arklow, Wicklow",Age 40-44,Males,Number,1097
Population,2022,"Arklow, Wicklow",Age 40-44,Females,Number,1163
Population,2022,"Arklow, Wicklow",Age 40-44,Both Sexes,Number,2260
Population,2022,"Arklow, Wicklow",Age 45-49,Males,Number,1062
Population,2022,"Arklow, Wicklow",Age 45-49,Females,Number,1109
Population,2022,"Arklow, Wicklow",Age 45-49,Both Sexes,Number,2171
Population,2022,"Arklow, Wicklow",Age 50-54,Males,Number,1031
Population,2022,"Arklow, Wicklow",Age 50-54,Females,Number,1014
Population,2022,"Arklow, Wicklow",Age 50-54,Both Sexes,Number,2045
Population,2022,"Arklow, Wicklow",Age 55-59,Males,Number,912
Population,2022,"Arklow, Wicklow",Age 55-59,Females,Number,875
Population,2022,"Arklow, Wicklow",Age 55-59,Both Sexes,Number,1787
Population,2022,"Arklow, Wicklow",Age 60-64,Males,Number,851
Population,2022,"Arklow, Wicklow",Age 60-64,Females,Number,828
Population,2022,"Arklow, Wicklow",Age 60-64,Both Sexes,Number,1679
Population,2022,"Arklow, Wicklow",Age 65-69,Males,Number,677
Population,2022,"Arklow, Wicklow",Age 65-69,Females,Number,669
Population,2022,"Arklow, Wicklow",Age 65-69,Both Sexes,Number,1346
Population,2022,"Arklow, Wicklow",Age 70-74,Males,Number,583
Population,2022,"Arklow, Wicklow",Age 70-74,Females,Number,581
Population,2022,"Arklow, Wicklow",Age 70-74,Both Sexes,Number,1164
Population,2022,"Arklow, Wicklow",Age 75-79,Males,Number,423
Population,2022,"Arklow, Wicklow",Age 75-79,Females,Number,406
Population,2022,"Arklow, Wicklow",Age 75-79,Both Sexes,Number,829
Population,2022,"Arklow, Wicklow",Age 80-84,Males,Number,263
Population,2022,"Arklow, Wicklow",Age 80-84,Females,Number,282
Population,2022,"Arklow, Wicklow",Age 80-84,Both Sexes,Number,545
Population,2022,"Arklow, Wicklow",Age 85 and over,Males,Number,149
Population,2022,"Arklow, Wicklow",Age 85 and over,Females,Number,204
Population,2022,"Arklow, Wicklow",Age 85 and over,Both Sexes,Number,353
Population,2022,"Arklow, Wicklow",Total,Males,Number,13846
Population,2022,"Arklow, Wicklow",Total,Females,Number,14020
Population,2022,"Arklow, Wicklow",Total,Both Sexes,Number,27866
Population,2022,"Bray East, Wicklow",Age 0,Males,Number,81
Population,2022,"Bray East, Wicklow",Age 0,Females,Number,88
Population,2022,"Bray East, Wicklow",Age 0,Both Sexes,Number,169
Population,2022,"Bray East, Wicklow",Age 1,Males,Number,92
Population,2022,"Bray East, Wicklow",Age 1,Females,Number,86
Population,2022,"Bray East, Wicklow",Age 1,Both Sexes,Number,178
Population,2022,"Bray East, Wicklow",Age 2,Males,Number,90
Population,2022,"Bray East, Wicklow",Age 2,Females,Number,87
Population,2022,"Bray East, Wicklow",Age 2,Both Sexes,Number,177
Population,2022,"Bray East, Wicklow",Age 3,Males,Number,99
Population,2022,"Bray East, Wicklow",Age 3,Females,Number,86
Population,2022,"Bray East, Wicklow",Age 3,Both Sexes,Number,185
Population,2022,"Bray East, Wicklow",Age 4,Males,Number,90
Population,2022,"Bray East, Wicklow",Age 4,Females,Number,80
Population,2022,"Bray East, Wicklow",Age 4,Both Sexes,Number,170
Population,2022,"Bray East, Wicklow",Age 5,Males,Number,83
Population,2022,"Bray East, Wicklow",Age 5,Females,Number,84
Population,2022,"Bray East, Wicklow",Age 5,Both Sexes,Number,167
Population,2022,"Bray East, Wicklow",Age 6,Males,Number,93
Population,2022,"Bray East, Wicklow",Age 6,Females,Number,87
Population,2022,"Bray East, Wicklow",Age 6,Both Sexes,Number,180
Population,2022,"Bray East, Wicklow",Age 7,Males,Number,100
Population,2022,"Bray East, Wicklow",Age 7,Females,Number,110
Population,2022,"Bray East, Wicklow",Age 7,Both Sexes,Number,210
Population,2022,"Bray East, Wicklow",Age 8,Males,Number,86
Population,2022,"Bray East, Wicklow",Age 8,Females,Number,104
Population,2022,"Bray East, Wicklow",Age 8,Both Sexes,Number,190
Population,2022,"Bray East, Wicklow",Age 9,Males,Number,119
Population,2022,"Bray East, Wicklow",Age 9,Females,Number,117
Population,2022,"Bray East, Wicklow",Age 9,Both Sexes,Number,236
Population,2022,"Bray East, Wicklow",Age 10,Males,Number,112
Population,2022,"Bray East, Wicklow",Age 10,Females,Number,115
Population,2022,"Bray East, Wicklow",Age 10,Both Sexes,Number,227
Population,2022,"Bray East, Wicklow",Age 11,Males,Number,110
Population,2022,"Bray East, Wicklow",Age 11,Females,Number,110
Population,2022,"Bray East, Wicklow",Age 11,Both Sexes,Number,220
Population,2022,"Bray East, Wicklow",Age 12,Males,Number,107
Population,2022,"Bray East, Wicklow",Age 12,Females,Number,108
Population,2022,"Bray East, Wicklow",Age 12,Both Sexes,Number,215
Population,2022,"Bray East, Wicklow",Age 13,Males,Number,125
Population,2022,"Bray East, Wicklow",Age 13,Females,Number,90
Population,2022,"Bray East, Wicklow",Age 13,Both Sexes,Number,215
Population,2022,"Bray East, Wicklow",Age 14,Males,Number,117
Population,2022,"Bray East, Wicklow",Age 14,Females,Number,93
Population,2022,"Bray East, Wicklow",Age 14,Both Sexes,Number,210
Population,2022,"Bray East, Wicklow",Age 15,Males,Number,116
Population,2022,"Bray East, Wicklow",Age 15,Females,Number,91
Population,2022,"Bray East, Wicklow",Age 15,Both Sexes,Number,207
Population,2022,"Bray East, Wicklow",Age 16,Males,Number,95
Population,2022,"Bray East, Wicklow",Age 16,Females,Number,92
Population,2022,"Bray East, Wicklow",Age 16,Both Sexes,Number,187
Population,2022,"Bray East, Wicklow",Age 17,Males,Number,111
Population,2022,"Bray East, Wicklow",Age 17,Females,Number,94
Population,2022,"Bray East, Wicklow",Age 17,Both Sexes,Number,205
Population,2022,"Bray East, Wicklow",Age 18,Males,Number,98
Population,2022,"Bray East, Wicklow",Age 18,Females,Number,96
Population,2022,"Bray East, Wicklow",Age 18,Both Sexes,Number,194
Population,2022,"Bray East, Wicklow",Age 19,Males,Number,89
Population,2022,"Bray East, Wicklow",Age 19,Females,Number,86
Population,2022,"Bray East, Wicklow",Age 19,Both Sexes,Number,175
Population,2022,"Bray East, Wicklow",Age 20-24,Males,Number,451
Population,2022,"Bray East, Wicklow",Age 20-24,Females,Number,432
Population,2022,"Bray East, Wicklow",Age 20-24,Both Sexes,Number,883
Population,2022,"Bray East, Wicklow",Age 25-29,Males,Number,447
Population,2022,"Bray East, Wicklow",Age 25-29,Females,Number,486
Population,2022,"Bray East, Wicklow",Age 25-29,Both Sexes,Number,933
Population,2022,"Bray East, Wicklow",Age 30-34,Males,Number,526
Population,2022,"Bray East, Wicklow",Age 30-34,Females,Number,592
Population,2022,"Bray East, Wicklow",Age 30-34,Both Sexes,Number,1118
Population,2022,"Bray East, Wicklow",Age 35-39,Males,Number,665
Population,2022,"Bray East, Wicklow",Age 35-39,Females,Number,726
Population,2022,"Bray East, Wicklow",Age 35-39,Both Sexes,Number,1391
Population,2022,"Bray East, Wicklow",Age 40-44,Males,Number,669
Population,2022,"Bray East, Wicklow",Age 40-44,Females,Number,723
Population,2022,"Bray East, Wicklow",Age 40-44,Both Sexes,Number,1392
Population,2022,"Bray East, Wicklow",Age 45-49,Males,Number,640
Population,2022,"Bray East, Wicklow",Age 45-49,Females,Number,640
Population,2022,"Bray East, Wicklow",Age 45-49,Both Sexes,Number,1280
Population,2022,"Bray East, Wicklow",Age 50-54,Males,Number,580
Population,2022,"Bray East, Wicklow",Age 50-54,Females,Number,585
Population,2022,"Bray East, Wicklow",Age 50-54,Both Sexes,Number,1165
Population,2022,"Bray East, Wicklow",Age 55-59,Males,Number,525
Population,2022,"Bray East, Wicklow",Age 55-59,Females,Number,548
Population,2022,"Bray East, Wicklow",Age 55-59,Both Sexes,Number,1073
Population,2022,"Bray East, Wicklow",Age 60-64,Males,Number,492
Population,2022,"Bray East, Wicklow",Age 60-64,Females,Number,562
Population,2022,"Bray East, Wicklow",Age 60-64,Both Sexes,Number,1054
Population,2022,"Bray East, Wicklow",Age 65-69,Males,Number,461
Population,2022,"Bray East, Wicklow",Age 65-69,Females,Number,544
Population,2022,"Bray East, Wicklow",Age 65-69,Both Sexes,Number,1005
Population,2022,"Bray East, Wicklow",Age 70-74,Males,Number,393
Population,2022,"Bray East, Wicklow",Age 70-74,Females,Number,482
Population,2022,"Bray East, Wicklow",Age 70-74,Both Sexes,Number,875
Population,2022,"Bray East, Wicklow",Age 75-79,Males,Number,377
Population,2022,"Bray East, Wicklow",Age 75-79,Females,Number,394
Population,2022,"Bray East, Wicklow",Age 75-79,Both Sexes,Number,771
Population,2022,"Bray East, Wicklow",Age 80-84,Males,Number,210
Population,2022,"Bray East, Wicklow",Age 80-84,Females,Number,255
Population,2022,"Bray East, Wicklow",Age 80-84,Both Sexes,Number,465
Population,2022,"Bray East, Wicklow",Age 85 and over,Males,Number,134
Population,2022,"Bray East, Wicklow",Age 85 and over,Females,Number,272
Population,2022,"Bray East, Wicklow",Age 85 and over,Both Sexes,Number,406
Population,2022,"Bray East, Wicklow",Total,Males,Number,8583
Population,2022,"Bray East, Wicklow",Total,Females,Number,9145
Population,2022,"Bray East, Wicklow",Total,Both Sexes,Number,17728
Population,2022,"Rush-Lusk, Fingal",Age 0,Males,Number,244
Population,2022,"Rush-Lusk, Fingal",Age 0,Females,Number,263
Population,2022,"Rush-Lusk, Fingal",Age 0,Both Sexes,Number,507
Population,2022,"Rush-Lusk, Fingal",Age 1,Males,Number,267
Population,2022,"Rush-Lusk, Fingal",Age 1,Females,Number,223
Population,2022,"Rush-Lusk, Fingal",Age 1,Both Sexes,Number,490
Population,2022,"Rush-Lusk, Fingal",Age 2,Males,Number,265
Population,2022,"Rush-Lusk, Fingal",Age 2,Females,Number,241
Population,2022,"Rush-Lusk, Fingal",Age 2,Both Sexes,Number,506
Population,2022,"Rush-Lusk, Fingal",Age 3,Males,Number,269
Population,2022,"Rush-Lusk, Fingal",Age 3,Females,Number,290
Population,2022,"Rush-Lusk, Fingal",Age 3,Both Sexes,Number,559
Population,2022,"Rush-Lusk, Fingal",Age 4,Males,Number,303
Population,2022,"Rush-Lusk, Fingal",Age 4,Females,Number,246
Population,2022,"Rush-Lusk, Fingal",Age 4,Both Sexes,Number,549
Population,2022,"Rush-Lusk, Fingal",Age 5,Males,Number,298
Population,2022,"Rush-Lusk, Fingal",Age 5,Females,Number,270
Population,2022,"Rush-Lusk, Fingal",Age 5,Both Sexes,Number,568
Population,2022,"Rush-Lusk, Fingal",Age 6,Males,Number,318
Population,2022,"Rush-Lusk, Fingal",Age 6,Females,Number,313
Population,2022,"Rush-Lusk, Fingal",Age 6,Both Sexes,Number,631
Population,2022,"Rush-Lusk, Fingal",Age 7,Males,Number,303
Population,2022,"Rush-Lusk, Fingal",Age 7,Females,Number,257
Population,2022,"Rush-Lusk, Fingal",Age 7,Both Sexes,Number,560
Population,2022,"Rush-Lusk, Fingal",Age 8,Males,Number,376
Population,2022,"Rush-Lusk, Fingal",Age 8,Females,Number,329
Population,2022,"Rush-Lusk, Fingal",Age 8,Both Sexes,Number,705
Population,2022,"Rush-Lusk, Fingal",Age 9,Males,Number,329
Population,2022,"Rush-Lusk, Fingal",Age 9,Females,Number,319
Population,2022,"Rush-Lusk, Fingal",Age 9,Both Sexes,Number,648
Population,2022,"Rush-Lusk, Fingal",Age 10,Males,Number,371
Population,2022,"Rush-Lusk, Fingal",Age 10,Females,Number,366
Population,2022,"Rush-Lusk, Fingal",Age 10,Both Sexes,Number,737
Population,2022,"Rush-Lusk, Fingal",Age 11,Males,Number,344
Population,2022,"Rush-Lusk, Fingal",Age 11,Females,Number,352
Population,2022,"Rush-Lusk, Fingal",Age 11,Both Sexes,Number,696
Population,2022,"Rush-Lusk, Fingal",Age 12,Males,Number,387
Population,2022,"Rush-Lusk, Fingal",Age 12,Females,Number,355
Population,2022,"Rush-Lusk, Fingal",Age 12,Both Sexes,Number,742
Population,2022,"Rush-Lusk, Fingal",Age 13,Males,Number,383
Population,2022,"Rush-Lusk, Fingal",Age 13,Females,Number,361
Population,2022,"Rush-Lusk, Fingal",Age 13,Both Sexes,Number,744
Population,2022,"Rush-Lusk, Fingal",Age 14,Males,Number,348
Population,2022,"Rush-Lusk, Fingal",Age 14,Females,Number,377
Population,2022,"Rush-Lusk, Fingal",Age 14,Both Sexes,Number,725
Population,2022,"Rush-Lusk, Fingal",Age 15,Males,Number,352
Population,2022,"Rush-Lusk, Fingal",Age 15,Females,Number,350
Population,2022,"Rush-Lusk, Fingal",Age 15,Both Sexes,Number,702
Population,2022,"Rush-Lusk, Fingal",Age 16,Males,Number,345
Population,2022,"Rush-Lusk, Fingal",Age 16,Females,Number,331
Population,2022,"Rush-Lusk, Fingal",Age 16,Both Sexes,Number,676
Population,2022,"Rush-Lusk, Fingal",Age 17,Males,Number,338
Population,2022,"Rush-Lusk, Fingal",Age 17,Females,Number,321
Population,2022,"Rush-Lusk, Fingal",Age 17,Both Sexes,Number,659
Population,2022,"Rush-Lusk, Fingal",Age 18,Males,Number,312
Population,2022,"Rush-Lusk, Fingal",Age 18,Females,Number,345
Population,2022,"Rush-Lusk, Fingal",Age 18,Both Sexes,Number,657
Population,2022,"Rush-Lusk, Fingal",Age 19,Males,Number,279
Population,2022,"Rush-Lusk, Fingal",Age 19,Females,Number,283
Population,2022,"Rush-Lusk, Fingal",Age 19,Both Sexes,Number,562
Population,2022,"Rush-Lusk, Fingal",Age 20-24,Males,Number,1198
Population,2022,"Rush-Lusk, Fingal",Age 20-24,Females,Number,1156
Population,2022,"Rush-Lusk, Fingal",Age 20-24,Both Sexes,Number,2354
Population,2022,"Rush-Lusk, Fingal",Age 25-29,Males,Number,869
Population,2022,"Rush-Lusk, Fingal",Age 25-29,Females,Number,907
Population,2022,"Rush-Lusk, Fingal",Age 25-29,Both Sexes,Number,1776
Population,2022,"Rush-Lusk, Fingal",Age 30-34,Males,Number,1062
Population,2022,"Rush-Lusk, Fingal",Age 30-34,Females,Number,1213
Population,2022,"Rush-Lusk, Fingal",Age 30-34,Both Sexes,Number,2275
Population,2022,"Rush-Lusk, Fingal",Age 35-39,Males,Number,1420
Population,2022,"Rush-Lusk, Fingal",Age 35-39,Females,Number,1665
Population,2022,"Rush-Lusk, Fingal",Age 35-39,Both Sexes,Number,3085
Population,2022,"Rush-Lusk, Fingal",Age 40-44,Males,Number,1732
Population,2022,"Rush-Lusk, Fingal",Age 40-44,Females,Number,1864
Population,2022,"Rush-Lusk, Fingal",Age 40-44,Both Sexes,Number,3596
Population,2022,"Rush-Lusk, Fingal",Age 45-49,Males,Number,1673
Population,2022,"Rush-Lusk, Fingal",Age 45-49,Females,Number,1844
Population,2022,"Rush-Lusk, Fingal",Age 45-49,Both Sexes,Number,3517
Population,2022,"Rush-Lusk, Fingal",Age 50-54,Males,Number,1516
Population,2022,"Rush-Lusk, Fingal",Age 50-54,Females,Number,1458
Population,2022,"Rush-Lusk, Fingal",Age 50-54,Both Sexes,Number,2974
Population,2022,"Rush-Lusk, Fingal",Age 55-59,Males,Number,1182
Population,2022,"Rush-Lusk, Fingal",Age 55-59,Females,Number,1129
Population,2022,"Rush-Lusk, Fingal",Age 55-59,Both Sexes,Number,2311
Population,2022,"Rush-Lusk, Fingal",Age 60-64,Males,Number,900
Population,2022,"Rush-Lusk, Fingal",Age 60-64,Females,Number,922
Population,2022,"Rush-Lusk, Fingal",Age 60-64,Both Sexes,Number,1822
Population,2022,"Rush-Lusk, Fingal",Age 65-69,Males,Number,639
Population,2022,"Rush-Lusk, Fingal",Age 65-69,Females,Number,673
Population,2022,"Rush-Lusk, Fingal",Age 65-69,Both Sexes,Number,1312
Population,2022,"Rush-Lusk, Fingal",Age 70-74,Males,Number,516
Population,2022,"Rush-Lusk, Fingal",Age 70-74,Females,Number,506
Population,2022,"Rush-Lusk, Fingal",Age 70-74,Both Sexes,Number,1022
Population,2022,"Rush-Lusk, Fingal",Age 75-79,Males,Number,394
Population,2022,"Rush-Lusk, Fingal",Age 75-79,Females,Number,421
Population,2022,"Rush-Lusk, Fingal",Age 75-79,Both Sexes,Number,815
Population,2022,"Rush-Lusk, Fingal",Age 80-84,Males,Number,199
Population,2022,"Rush-Lusk, Fingal",Age 80-84,Females,Number,248
Population,2022,"Rush-Lusk, Fingal",Age 80-84,Both Sexes,Number,447
Population,2022,"Rush-Lusk, Fingal",Age 85 and over,Males,Number,118
Population,2022,"Rush-Lusk, Fingal",Age 85 and over,Females,Number,208
Population,2022,"Rush-Lusk, Fingal",Age 85 and over,Both Sexes,Number,326
Population,2022,"Rush-Lusk, Fingal",Total,Males,Number,19849
Population,2022,"Rush-Lusk, Fingal",Total,Females,Number,20406
Population,2022,"Rush-Lusk, Fingal",Total,Both Sexes,Number,40255
Population,2022,"Swords, Fingal",Age 0,Males,Number,295
Population,2022,"Swords, Fingal",Age 0,Females,Number,281
Population,2022,"Swords, Fingal",Age 0,Both Sexes,Number,576
Population,2022,"Swords, Fingal",Age 1,Males,Number,291
Population,2022,"Swords, Fingal",Age 1,Females,Number,275
Population,2022,"Swords, Fingal",Age 1,Both Sexes,Number,566
Population,2022,"Swords, Fingal",Age 2,Males,Number,335
Population,2022,"Swords, Fingal",Age 2,Females,Number,351
Population,2022,"Swords, Fingal",Age 2,Both Sexes,Number,686
Population,2022,"Swords, Fingal",Age 3,Males,Number,337
Population,2022,"Swords, Fingal",Age 3,Females,Number,305
Population,2022,"Swords, Fingal",Age 3,Both Sexes,Number,642
Population,2022,"Swords, Fingal",Age 4,Males,Number,323
Population,2022,"Swords, Fingal",Age 4,Females,Number,301
Population,2022,"Swords, Fingal",Age 4,Both Sexes,Number,624
Population,2022,"Swords, Fingal",Age 5,Males,Number,312
Population,2022,"Swords, Fingal",Age 5,Females,Number,337
Population,2022,"Swords, Fingal",Age 5,Both Sexes,Number,649
Population,2022,"Swords, Fingal",Age 6,Males,Number,347
Population,2022,"Swords, Fingal",Age 6,Females,Number,324
Population,2022,"Swords, Fingal",Age 6,Both Sexes,Number,671
Population,2022,"Swords, Fingal",Age 7,Males,Number,343
Population,2022,"Swords, Fingal",Age 7,Females,Number,344
Population,2022,"Swords, Fingal",Age 7,Both Sexes,Number,687
Population,2022,"Swords, Fingal",Age 8,Males,Number,372
Population,2022,"Swords, Fingal",Age 8,Females,Number,338
Population,2022,"Swords, Fingal",Age 8,Both Sexes,Number,710
Population,2022,"Swords, Fingal",Age 9,Males,Number,376
Population,2022,"Swords, Fingal",Age 9,Females,Number,350
Population,2022,"Swords, Fingal",Age 9,Both Sexes,Number,726
Population,2022,"Swords, Fingal",Age 10,Males,Number,366
Population,2022,"Swords, Fingal",Age 10,Females,Number,330
Population,2022,"Swords, Fingal",Age 10,Both Sexes,Number,696
Population,2022,"Swords, Fingal",Age 11,Males,Number,368
Population,2022,"Swords, Fingal",Age 11,Females,Number,337
Population,2022,"Swords, Fingal",Age 11,Both Sexes,Number,705
Population,2022,"Swords, Fingal",Age 12,Males,Number,415
Population,2022,"Swords, Fingal",Age 12,Females,Number,386
Population,2022,"Swords, Fingal",Age 12,Both Sexes,Number,801
Population,2022,"Swords, Fingal",Age 13,Males,Number,393
Population,2022,"Swords, Fingal",Age 13,Females,Number,345
Population,2022,"Swords, Fingal",Age 13,Both Sexes,Number,738
Population,2022,"Swords, Fingal",Age 14,Males,Number,332
Population,2022,"Swords, Fingal",Age 14,Females,Number,320
Population,2022,"Swords, Fingal",Age 14,Both Sexes,Number,652
Population,2022,"Swords, Fingal",Age 15,Males,Number,330
Population,2022,"Swords, Fingal",Age 15,Females,Number,290
Population,2022,"Swords, Fingal",Age 15,Both Sexes,Number,620
Population,2022,"Swords, Fingal",Age 16,Males,Number,289
Population,2022,"Swords, Fingal",Age 16,Females,Number,286
Population,2022,"Swords, Fingal",Age 16,Both Sexes,Number,575
Population,2022,"Swords, Fingal",Age 17,Males,Number,299
Population,2022,"Swords, Fingal",Age 17,Females,Number,284
Population,2022,"Swords, Fingal",Age 17,Both Sexes,Number,583
Population,2022,"Swords, Fingal",Age 18,Males,Number,273
Population,2022,"Swords, Fingal",Age 18,Females,Number,269
Population,2022,"Swords, Fingal",Age 18,Both Sexes,Number,542
Population,2022,"Swords, Fingal",Age 19,Males,Number,318
Population,2022,"Swords, Fingal",Age 19,Females,Number,267
Population,2022,"Swords, Fingal",Age 19,Both Sexes,Number,585
Population,2022,"Swords, Fingal",Age 20-24,Males,Number,1445
Population,2022,"Swords, Fingal",Age 20-24,Females,Number,1450
Population,2022,"Swords, Fingal",Age 20-24,Both Sexes,Number,2895
Population,2022,"Swords, Fingal",Age 25-29,Males,Number,1655
Population,2022,"Swords, Fingal",Age 25-29,Females,Number,1664
Population,2022,"Swords, Fingal",Age 25-29,Both Sexes,Number,3319
Population,2022,"Swords, Fingal",Age 30-34,Males,Number,1873
Population,2022,"Swords, Fingal",Age 30-34,Females,Number,2020
Population,2022,"Swords, Fingal",Age 30-34,Both Sexes,Number,3893
Population,2022,"Swords, Fingal",Age 35-39,Males,Number,2173
Population,2022,"Swords, Fingal",Age 35-39,Females,Number,2296
Population,2022,"Swords, Fingal",Age 35-39,Both Sexes,Number,4469
Population,2022,"Swords, Fingal",Age 40-44,Males,Number,2243
Population,2022,"Swords, Fingal",Age 40-44,Females,Number,2249
Population,2022,"Swords, Fingal",Age 40-44,Both Sexes,Number,4492
Population,2022,"Swords, Fingal",Age 45-49,Males,Number,1923
Population,2022,"Swords, Fingal",Age 45-49,Females,Number,1871
Population,2022,"Swords, Fingal",Age 45-49,Both Sexes,Number,3794
Population,2022,"Swords, Fingal",Age 50-54,Males,Number,1545
Population,2022,"Swords, Fingal",Age 50-54,Females,Number,1548
Population,2022,"Swords, Fingal",Age 50-54,Both Sexes,Number,3093
Population,2022,"Swords, Fingal",Age 55-59,Males,Number,1301
Population,2022,"Swords, Fingal",Age 55-59,Females,Number,1431
Population,2022,"Swords, Fingal",Age 55-59,Both Sexes,Number,2732
Population,2022,"Swords, Fingal",Age 60-64,Males,Number,1029
Population,2022,"Swords, Fingal",Age 60-64,Females,Number,1173
Population,2022,"Swords, Fingal",Age 60-64,Both Sexes,Number,2202
Population,2022,"Swords, Fingal",Age 65-69,Males,Number,781
Population,2022,"Swords, Fingal",Age 65-69,Females,Number,835
