"CSO_LEA","p_age_12to17","p_age_18to54","p_age_55to64","p_age_65to70","p_age_71plus","p_edu_NoFormal","p_edu_Primary","p_edu_UpperSecondary","p_edu_Apprenticeship","p_edu_HonoursBachelor","p_edu_Postgraduate","p_health_VeryBad","p_health_Bad","p_health_Fair","p_health_Good","p_health_VeryGood","Weighted_Access_Initial_Vacc_Center","Access_Pharmacies","Access_GPs","Index22_rel","UNEMPM22","UNEMPF22"
"BALBRIGGAN",0.139458758710096,0.596532166585643,0.121860314373683,0.0896451142440447,0.0525036460865338,0.0355791067373202,0.0893950863670773,0.335352006056018,0.138531415594247,0.218636019544422,0.182506365700915,0.00389975041597337,0.0161449667221298,0.0882903494176373,0.31886959234609,0.57279534109817,0.164099962811408,24.9907804958167,7.36586534810813,0.798348925843913,9.28550193241502,8.90754470126472
"BALLINA",0.105697369698146,0.491798505289721,0.160826943608658,0.136901873240804,0.104775308162671,0.0625455207574654,0.164785142024763,0.380553532410779,0.11717042971595,0.165877640203933,0.109067734887109,0.00365877908132829,0.0172996619606283,0.10988268045337,0.332113740306224,0.537045138198449,0.0248890075609628,19.1194934239795,8.23933181032406,-6.86962157742721,12.450624111234,10.097192224622
"BALLINAMORE",0.105620043673141,0.47661188369153,0.169865532697391,0.148488679462131,0.0994138604758074,0.0665745219995393,0.151347615756738,0.321354526606773,0.161944252476388,0.183598249251325,0.115180833909238,0.00200573065902578,0.0169054441260745,0.10487106017192,0.323686723973257,0.552531041069723,0.267862644513314,9.01084068958384,2.84015323661612,-3.62510520001432,10.1906158357771,7.62635379061372
"BALLINASLOE",0.10296484540449,0.489284201609487,0.158703939008895,0.136213468869123,0.112833545108005,0.0503008021390374,0.176888368983957,0.334475267379679,0.132352941176471,0.184074197860963,0.121908422459893,0.00448681996634885,0.0151079641054403,0.101444195176669,0.327713123948402,0.551247896803141,0.350812335733024,31.3646864291254,8.54455133207217,-3.87901328684263,8.86699507389163,8.3745466534784
"BALLYBAY-CLONES",0.120555982398547,0.513515401271216,0.149542501920793,0.12726129775791,0.0891248166515331,0.0727220465651049,0.19272779534349,0.308565679793044,0.139551595286002,0.179793043978155,0.106639839034205,0.00282956058588548,0.0119285397248114,0.091988459831336,0.307922769640479,0.585330670217488,1.17571672181416,10.2237500517819,3.44423710928898,-3.74311804890271,7.411188240098,6.58145227087299
"BALLYFERMOT-DRIMNAGH",0.0881157033300736,0.591100931597097,0.141978485768696,0.104920479695301,0.0738843996088322,0.0631807154286894,0.229236566355237,0.300624580601869,0.129458524750942,0.153254529499819,0.124245083363444,0.00593031875463306,0.025179942131567,0.125923623233458,0.347019297448528,0.495946818431813,0.889064730830852,32.0832230655512,12.598484879801,-7.84938101779147,12.2954477833978,9.40894705328886
"BALLYJAMESDUFF",0.127963176064442,0.538780207134637,0.146881472957422,0.106283084004603,0.0800920598388953,0.0567416810925178,0.155895364493172,0.335833814195037,0.170802077322562,0.169936526255049,0.110790536641662,0.00289467824537964,0.0133971646997699,0.0915534773250204,0.315297261189045,0.576857418540785,0.932814830834067,19.9978414459621,4.68504738613651,-3.007354723744,7.78787069195832,8.45712356515868
"BALLYMAHON",0.113769044567849,0.56386159760786,0.138117613555461,0.108999003274954,0.0752527409938773,0.0595751742449386,0.150182542316628,0.321938267507468,0.150016594756057,0.182708264188516,0.135579156986392,0.00411078913673428,0.0164431565469371,0.104858817979648,0.331963070287755,0.542624166048925,0.64948276609047,11.1962095291067,5.38210314134842,-2.45521105295612,9.46647290844924,8.59613428280773
"BALLYMOTE-TOBERCURRY",0.114106969777073,0.480350691690898,0.166490439686316,0.135650718124945,0.103401180720768,0.033215234720992,0.154118689105403,0.353587245349867,0.143312666076174,0.186802480070859,0.128963684676705,0.0031128689665275,0.0141727092946605,0.103859957518494,0.324104592397275,0.554749871823043,0.989953807369797,9.62661500185385,11.9916741186207,-2.33846680877633,8.77413937867338,7.25567620927937
"BALLYMUN-FINGLAS",0.101909827419825,0.568392468412666,0.14086940909805,0.0961197513409188,0.0927085437285397,0.0685786664254049,0.218311770560029,0.341671944268524,0.137745408486384,0.133945535148828,0.0997466751108296,0.00671463832991674,0.0260636740158139,0.122411412793373,0.341630757645484,0.503179517215412,0.470077952480518,33.892377492285,10.4442850627394,-11.1057032273997,14.2924944064004,10.9528703567758
"BALTINGLASS",0.11838768115942,0.526766304347826,0.158378623188406,0.11195652173913,0.0845108695652174,0.0505770854837196,0.146194989208971,0.321385005160927,0.14206624753683,0.199305620718776,0.140471051890776,0.00377570093457943,0.0140560747663551,0.0865046728971963,0.314504672897196,0.581158878504673,0.902627977050668,13.6219444085544,5.38257096877919,-1.41381847618324,7.78168062685761,8.03467244540757
"BANDON-KINSALE",0.122738447960663,0.536815230410389,0.150381390657505,0.107262182437118,0.0828027485343252,0.0325892857142857,0.096875,0.274362244897959,0.143686224489796,0.252869897959184,0.199617346938776,0.00220863937541733,0.0110688787302892,0.0726539627099491,0.301941548102111,0.612126971082233,0.268557503394824,16.9775893901114,12.1654678519824,6.13545936400424,4.60986208199509,5.59735522115823
"BANTRY-WEST CORK",0.0939045312342315,0.441467352911495,0.191038449894036,0.156423453426178,0.11716621253406,0.0469020246210194,0.154847899074168,0.313053209889104,0.146708719096551,0.191575948723166,0.146912198595991,0.00410857117881026,0.0142925827177761,0.104069233795183,0.338563748415578,0.538965863892653,4.47094705106575,13.9716362544618,11.904307259268,-0.379022086306199,6.51994042694026,6.77827684769294
"BELMULLET",0.088393616016621,0.423174992917178,0.173009727075267,0.178298234016432,0.137123429974502,0.0830299878661813,0.266770670826833,0.311839140232276,0.114231235916103,0.137978852487433,0.0861501126711735,0.00562163923741241,0.0220791917875183,0.148036499918527,0.345934495681929,0.478328173374613,0.00689520475078253,9.76506183916576,6.94704587137404,-10.4217281304358,12.810773480663,8.59077443927211
"BIRR",0.10649701715138,0.506058911260254,0.157485085756898,0.131991051454139,0.0979679343773304,0.0635696821515892,0.166259168704156,0.351419973669362,0.137577581342863,0.16795185254843,0.1132217415836,0.00418053727645738,0.0174963226755439,0.100719981419834,0.338894480142448,0.538708678485716,1.12500644334375,27.6833699462401,7.31024032906335,-4.99321991079166,9.88422575976845,9.02461257976299
"BLACKROCK",0.0913057949040346,0.519655338190156,0.153877445360748,0.112273954365593,0.122887467179468,0.00944762864521005,0.029161680418215,0.17270265163444,0.052591799458336,0.334697990804308,0.401398249039491,0.00207582880517736,0.00989071371878625,0.0688686733011783,0.270712497710483,0.648452286464375,0.579629534279216,35.253067699744,11.8394104428561,10.7783243252003,5.56280393784842,5.08838383838384
"BLANCHARDSTOWN-MULHUDDART",0.136427332176698,0.69631656212465,0.0856799679701054,0.049713065527826,0.0318630722007207,0.0396616391349453,0.090415768893145,0.311627164631713,0.161679035990743,0.220892187375309,0.175724203974144,0.00343347639484978,0.0139628040057225,0.08,0.330071530758226,0.572532188841202,1.15545371262339,68.8097890459077,21.6908333085453,0.200666125820332,9.94731672470756,11.0594419733118
"BORRIS-IN-OSSORY-MOUNTMELLICK",0.118837220532136,0.527693273455985,0.152542372881356,0.115843353131489,0.0850837799990342,0.0498076923076923,0.169038461538462,0.371730769230769,0.138846153846154,0.166730769230769,0.103846153846154,0.00338063603129053,0.0163921537796297,0.0989818782184834,0.320059750776367,0.561185581194229,1.01521401667353,16.4464103769543,8.7535109834639,-3.71354735128362,7.76515151515152,8.6197778952935
"BOYLE",0.101677629901586,0.474427617153638,0.167661006577941,0.148131150884708,0.108102595482127,0.0588054502612437,0.14691117713349,0.342075607007479,0.145374449339207,0.177748181538777,0.129085134719803,0.00440849169662729,0.0183187810306454,0.11402157164869,0.338169833932546,0.525081321691491,3.10421570534202,9.53351979528678,9.870628082151,-4.02516481904499,10.2695551513147,9.42892358258012
"BRAY EAST",0.0852366538249862,0.526141992294992,0.146326362135388,0.129334067143643,0.112960924600991,0.0444063776518645,0.125708261958097,0.269996046910001,0.130056660956648,0.221241270259586,0.208591382263803,0.00469172932330827,0.017203007518797,0.10796992481203,0.342015037593985,0.52812030075188,0.0481085620382619,2.6750138604954,1.37640885026024,-0.533499244939062,10.7158836689038,8.02139037433155
"BRAY WEST",0.112948022748314,0.536106335140854,0.16856235947626,0.10864964951726,0.0737336331173125,0.0329048843187661,0.0996143958868895,0.291131105398458,0.126478149100257,0.238688946015424,0.211182519280206,0.00354590282010083,0.0129647071859937,0.0859327386558812,0.300404454540418,0.597152196797607,0.848560911050037,13.7677290669664,6.1469404471838,2.47902589008757,7.92399434000404,7.99566630552546
"BUNCRANA",0.131118979373911,0.519923565447086,0.150621030742427,0.111335918619682,0.0870005058168943,0.0733526268922529,0.210040071237756,0.276046304541407,0.127337488869101,0.182769367764915,0.130454140694568,0.00389014958551382,0.0154216644282869,0.106793868383272,0.313157041633863,0.560737275969064,0.171762543719771,25.6439215882647,2.06908107927338,-5.75458538961224,11.0453991998608,9.66773847802787
"CABRA-GLASNEVIN",0.0593179215435082,0.641180923542771,0.129641491488577,0.0896756536423455,0.0801840097827986,0.0328826392644673,0.12143500991527,0.221128537948441,0.0842617631151974,0.266594555615648,0.273697494140977,0.00414598221591838,0.0179841070681723,0.0960304038695834,0.32178640917935,0.560053097666976,1.01713313707955,68.3235642475534,25.0803922803584,4.78836821420164,8.23872679045093,6.7032837231278
"CAHIR",0.11071984276472,0.512734419785439,0.156907706166571,0.127999344853001,0.0916386864302678,0.0449342217666154,0.140269947035708,0.362890825217837,0.154109003929609,0.181616265163164,0.116179736887066,0.00345017940932928,0.0135937068727574,0.0944659122274358,0.343085840463704,0.545404361026773,0.937217291888124,10.154994016943,3.18431898483752,-0.969652323474646,6.82478218780252,6.29262244265344
"CALLAN-THOMASTOWN",0.118676677616143,0.503003284842797,0.16316283435007,0.123510089160019,0.0916471140309714,0.040472335968003,0.121321778878202,0.316922197885916,0.133987239310542,0.228644890962765,0.158651556994572,0.00342186102578061,0.0124431310028386,0.0848465995256056,0.307189796632578,0.592098611813197,1.70078749617633,43.0483439968904,8.20721235234063,-0.0039781971530762,7.77187185749174,6.88757807078418
"CAPPAMORE-KILMALLOCK",0.118948161336712,0.508594124494967,0.146750667671027,0.131856467849072,0.093850578648223,0.040366326171187,0.147798520605847,0.349982388164847,0.138569918985558,0.19147587178584,0.131806974286721,0.00366825242161976,0.0145583767983034,0.0985556256089872,0.327190921075256,0.556026824095833,0.362988154968075,30.8716827842794,9.80276278488391,-0.485286360772709,6.38592750533049,6.3395225464191
"CARLOW",0.106129543479372,0.585041664536578,0.132559685087674,0.0984101017330402,0.0778590051633352,0.0346972176759411,0.131042007637752,0.310529187124932,0.16442989634479,0.207855973813421,0.151445717403164,0.00493250259605399,0.0210280373831776,0.111976462443752,0.342852197992385,0.519210799584631,1.05196978553879,7.66067630840692,3.52700792893577,-3.23696570769993,12.290931410158,11.8841114596789
"CARNDONAGH",0.126100129851392,0.485283508873178,0.148391285528784,0.139013129418554,0.101211946328091,0.0820167605440308,0.245363374089848,0.270504190136008,0.124330265146311,0.164583047121857,0.113202362961945,0.00379185625947964,0.0168591762921479,0.107455372768638,0.329366468323416,0.542527126356318,0.00683522599209595,9.80027006181786,3.87353263878117,-8.21900227382175,12.6110977660341,8.57142857142857
"CARRICK-ON-SHANNON",0.107117617364967,0.526299848561333,0.142655224634023,0.128319030792529,0.0956082786471479,0.0476386036960986,0.118069815195072,0.31129363449692,0.149281314168378,0.209445585215606,0.164271047227926,0.00251593425025159,0.0182824555518282,0.110114055686011,0.322375041932237,0.546712512579671,2.13061145894537,7.94990248816064,2.50785748629106,-1.28419036095924,10.3053435114504,7.87429378531073
"CARRICK-ON-SUIR",0.113040243070627,0.493024121039251,0.167979165374837,0.128170149438829,0.0977863210764556,0.0603739288496494,0.166190599844196,0.384056089327447,0.134121007530512,0.162944689690989,0.0923136847572059,0.00601160862354892,0.0202632669983416,0.108675373134328,0.31695688225539,0.548092868988391,0.264243449235372,10.7478610540672,6.66271218983778,-5.76206312887113,9.80082823900611,8.92509727626459
"CARRICKMACROSS-CASTLEBLAYNEY",0.119529827272226,0.549528171734452,0.137078527675073,0.109044754704487,0.084818718613763,0.0765233821445442,0.150330656589513,0.319437883797827,0.146197449220595,0.195914029286726,0.111596598960794,0.00327839403601742,0.0144608613643508,0.0933668657654826,0.313378542237392,0.575515336596758,2.33818136629247,19.4733769088104,4.3043180660086,-2.99988281970288,8.84200354324368,9.02834008097166
"CARRIGALINE",0.123528633778601,0.566161883348763,0.148293876471366,0.100052903055151,0.0619627033461182,0.0186677146787188,0.0655662540119211,0.299600445405122,0.124975437217528,0.262461518307461,0.228728630379249,0.00230965066533686,0.00986850738825752,0.0654838455683578,0.289624944227186,0.632713052150862,0.416565737538061,32.6536104324465,15.4739801778245,7.42061833731678,5.28902870625246,5.55177883525946
"CASHEL-TIPPERARY",0.107607000519841,0.514338936059608,0.15638537515162,0.124761739733148,0.0969069485357824,0.0496196709711657,0.146824694852291,0.387581814965505,0.132053776755705,0.174951353263754,0.10896868919158,0.00349953099069196,0.0172451114799047,0.103651057074825,0.330074319936503,0.545529980518075,0.186250971643679,22.9237932820864,8.81962456634133,-3.07007759324504,8.33557046979866,8.21962313190383
"CASTLEBAR",0.103808929128942,0.513307836403372,0.161098969715891,0.129995316890415,0.09178894786138,0.0447784440464138,0.123354878903512,0.331905614827506,0.127949536640449,0.21454715364847,0.15746437193365,0.00270993753924452,0.0160943851416108,0.0948478138735583,0.328299018473843,0.558048844971744,4.01355092594682,26.504463338985,9.69867548100815,0.0966165190429431,8.86687306501548,6.83324130314743
"CASTLECOMER",0.11237727018365,0.507198453477133,0.163249732919571,0.124027064150176,0.0931474792694714,0.0479155672823219,0.153562005277045,0.324960422163588,0.133192612137203,0.207598944591029,0.132770448548813,0.00351420323808726,0.0134292766598335,0.0873948876710036,0.312973266953939,0.582688365477137,2.07714793917116,16.7109943025258,8.46282504298402,-0.829675816679064,6.99037883343355,6.60234581914491
"CASTLEISLAND",0.107682792743266,0.501305662451897,0.160940076965366,0.137575590984057,0.0924958768554151,0.0493425703379047,0.169659267637495,0.336349498091333,0.145624204722183,0.185352749893963,0.113671709317121,0.00320586214792763,0.011506755209526,0.0895923975269063,0.327684909548889,0.568010075566751,0.575108798217926,19.2395360484209,6.7832289916095,-2.68720748984331,7.39414366968612,8.84284992420414
"CASTLEKNOCK",0.102601745371503,0.58839681374548,0.131147540983607,0.111845145855422,0.0660087540439877,0.0251818979307498,0.0703338665565819,0.25770163579132,0.0908199597502451,0.27694927498839,0.279013364982713,0.0024297749619638,0.0120807502781752,0.0738697004791425,0.299407316574699,0.61221245770602,0.382363190253475,35.713705266953,16.1103133740513,5.47801979198935,7.38413197172035,7.36395632163162
"CAVAN-BELTURBET",0.109843742755135,0.541011730885149,0.145314601010804,0.118143459915612,0.0856864654333009,0.0689256834809395,0.154793993068926,0.29457065845206,0.175683480939546,0.180785521755872,0.125240662302657,0.00421190927006453,0.0156883959967541,0.105220449012713,0.325244406661772,0.549634839058696,1.58072315605651,20.9944681507663,7.35155860898586,-5.08777389837005,11.7462580185317,11.959629941127
"CELBRIDGE",0.11703628463405,0.580046272783703,0.153828790700299,0.103662321539417,0.0454263303425315,0.0297265160523187,0.0681007458653119,0.286239325478327,0.117717003567182,0.269592476489028,0.228623932547833,0.00218888230197455,0.0101235806466323,0.077933330293219,0.31269095717999,0.597063249578184,0.117083214495839,12.0544460758725,5.3382512100866,6.23136575345491,5.8413110498134,6.43863179074447
"CLANE",0.12660123107636,0.577274995840958,0.143154217268341,0.0942438862086175,0.0587256696057228,0.0447213450541948,0.129470000853461,0.330886745754033,0.135188188102757,0.205428010582914,0.154305709652641,0.00286745606045272,0.0131565631009007,0.083797186519583,0.31693823162298,0.583240562696083,0.218043778207781,4.81668665782296,6.18734546006906,0.501881737186358,6.56577693040991,7.9288256227758
"CLAREMORRIS",0.106487619210538,0.510156951631527,0.15169139973485,0.126673224137194,0.104990805285891,0.0487018496521296,0.144493466825047,0.370609197352791,0.129221109791278,0.18080773799423,0.126166638384524,0.00347750489024125,0.014018691588785,0.100086937622256,0.346627544736651,0.535789321162066,0.21688099815376,22.770265648371,10.0585048374395,-1.80208667184974,7.52913447688883,8.16064257028113
"CLONDALKIN",0.111828815123326,0.610993341147717,0.124872184951493,0.0942215128313839,0.0580841459460808,0.0434530095036959,0.136430834213305,0.354276663146779,0.159662090813094,0.174868004223865,0.131309398099261,0.00417000126363674,0.0166589444421044,0.0974053325470705,0.334358283138874,0.547407438608315,2.72892866187222,38.8449880500427,18.3522059488623,-2.95532591913859,8.84693949425935,9.33836518387667
"CLONMEL",0.106006541778174,0.520566954108435,0.156457528000793,0.12359996035286,0.0933690157597383,0.0377111826226871,0.136162510056315,0.35277554304103,0.14712389380531,0.188857602574417,0.137369267900241,0.00428237736828445,0.0177783545289385,0.10615105112899,0.340816679643568,0.530971537330219,2.41111790724212,27.2029302462578,3.81482063380471,-0.818986535240107,7.97555625195863,7.03428773418169
"CLONTARF",0.077191680670435,0.553261604940966,0.151655354531765,0.114859998690557,0.103031361166277,0.0190217391304348,0.0860631328171531,0.226436867182847,0.083382966051221,0.2914309112567,0.293664383561644,0.00337689032447511,0.0137461459403905,0.0847342534135957,0.289770224636617,0.608372485684921,0.731584338170945,55.0572549054074,19.7854679752165,7.33602406519597,6.08297941849069,5.37979094076655
"COBH",0.123913799096281,0.580743830378867,0.133611400764685,0.0962113312478276,0.0655196385123392,0.0248557795028844,0.0871732782565344,0.324763193504736,0.139662417206752,0.23324549533509,0.190299836194003,0.00300158416942275,0.0117006197715461,0.0773741697006754,0.296934493204747,0.610989133153609,0.406937896362702,20.5826082267311,15.0299228752009,4.91273749296327,5.73022312373225,5.91907792051867
"CONAMARA NORTH",0.104132901134522,0.457725553754727,0.170380875202593,0.161669367909238,0.10609130199892,0.0576517150395778,0.185356200527704,0.296437994722955,0.122295514511873,0.176912928759894,0.161345646437995,0.00423188405797101,0.0147826086956522,0.113333333333333,0.340289855072464,0.52736231884058,0.00770169109595185,0.995677807850256,9.15788229186924,-2.77022409907178,10.0730927364093,8.50455136540962
"CONAMARA SOUTH",0.110358799381564,0.500346537292744,0.164258676760676,0.131097723516554,0.0939382630484619,0.0502885408079143,0.130358615004122,0.236912613355317,0.104492992580379,0.2219703215169,0.255976916735367,0.00322375590265165,0.0134398837631675,0.0935343261896113,0.293997457319288,0.595804576825282,0.0696658732189324,23.0468459893606,14.7803638985259,1.89463118126374,9.28138528138528,7.67477203647417
"CORCA DHUIBHNE",0.0965070514922926,0.482617251557888,0.168907838635618,0.151771072482781,0.10019678583142,0.0352343493936414,0.127335299901672,0.327597509013438,0.125860373647984,0.214683710258931,0.169288757784333,0.00229869044302034,0.0114934522151017,0.0929924770130956,0.331429367511842,0.561786012816941,0.139886017659389,10.9563244289846,6.16737977922104,0.294512383570224,7.95193045256968,7.21836303231652
"CORK CITY NORTH EAST",0.0954583921015515,0.593399153737659,0.134950634696756,0.0993229901269393,0.0768688293370945,0.0376681103259631,0.118589012992934,0.328755413722362,0.124230681559152,0.207203100068384,0.183553681331206,0.00383735517673972,0.0173418935871891,0.0949991390549283,0.321526086635673,0.56229552554547,0.45026386217564,31.7929717991488,12.4458394073743,-0.0286806830944157,9.13387109916076,8.56591018831482
"CORK CITY NORTH WEST",0.0913540929464496,0.571066289219155,0.144049304081151,0.112556027364945,0.0809742863882991,0.048687292000493,0.189942068285468,0.327930481942561,0.118328608406262,0.168988043880192,0.146123505485024,0.00617432443268382,0.0219442439793655,0.120466148130329,0.329591318525646,0.521823964931975,0.462990263999045,42.5332771397186,14.1740634498875,-6.48277629748783,11.2881568346612,10.4741833508957
"CORK CITY SOUTH CENTRAL",0.0577960361264425,0.639582288008028,0.135066482689413,0.0893439538384345,0.0782112393376819,0.0278999622973482,0.101420133216036,0.255938167651125,0.105693100414729,0.263415860248838,0.245632776171924,0.00355613028368221,0.0171071418949864,0.102265686036801,0.333791319809262,0.543279721975269,0.555634170696657,31.7509334077208,11.9425132539264,4.7283198419113,8.62728431789205,7.59353997391915
"CORK CITY SOUTH EAST",0.0955076246737189,0.557136969363924,0.157466684984201,0.100810550899849,0.0890781700783075,0.0185166344490793,0.0578390477159426,0.258622443788788,0.0954827551124224,0.291586122698138,0.277952996235629,0.00285455684745526,0.012416161897468,0.0824572396667363,0.293856900833159,0.608415140755181,0.688906021138721,42.8224194026061,16.1734314672954,7.0356274956696,6.20958381694578,6.12639131634624
"CORK CITY SOUTH WEST",0.0872396493184007,0.569350833628946,0.135407692697512,0.107991689048802,0.10001013530634,0.0232841940837645,0.0808845064922386,0.272527579810602,0.103338865566728,0.280142536366299,0.239822317680367,0.00333569611808364,0.0140099236959513,0.0872909977901013,0.309135637743402,0.586227744652462,0.830323641068112,52.1289097228034,18.336215074834,5.2178309682349,6.73206233684044,5.92630765266684
"DONAGHMEDE",0.0901126071649332,0.583756618022521,0.126958531538069,0.0955145260555242,0.103657717218952,0.0361778231987736,0.146704138988247,0.315074092999489,0.128461931527849,0.203117015840572,0.170464997445069,0.00481813246471227,0.0170557365182772,0.0988735070575462,0.328628302569671,0.550624321389794,0.0983123996554569,21.3952247160578,8.24008628052786,-1.00646179056924,8.41611698323134,7.68695652173913
"DONEGAL",0.103787811585204,0.478621484964073,0.163798456488956,0.144371507140956,0.109420739820811,0.0423127463863338,0.200876040297854,0.320367936925099,0.143583004818222,0.166710468681559,0.126149802890933,0.00323720930232558,0.0152930232558139,0.108167441860465,0.338120930232558,0.535181395348837,0.0223770154133219,33.6025070767835,8.13824303134457,-4.40383660053062,9.45244956772334,8.49388507287653
"DROGHEDA RURAL",0.149336137767845,0.577954515577757,0.129091626133824,0.0851189693703168,0.0584987511502563,0.0419002242152466,0.114489910313901,0.326513452914798,0.151625560538117,0.210622197309417,0.15484865470852,0.00305102577590741,0.0132035770647028,0.0866912151499211,0.302472382956339,0.59458179905313,0.134207479684469,19.984670727267,8.48547625484854,0.706437130286487,8.32999599519423,8.05206265166556
"DROGHEDA URBAN",0.100065717415115,0.556495071193866,0.149397590361446,0.104841182913472,0.0892004381161008,0.0609590896775941,0.191456696468888,0.317619434660887,0.146482434751197,0.164634697010747,0.118847647430687,0.00480452555310163,0.0238676430702468,0.122515401604092,0.342826145918091,0.505986283854469,0.0128968833794747,5.26357377449187,1.91924854061926,-7.0461507685846,12.7588510354041,12.7142411966345
"DUNDALK SOUTH",0.114193504085697,0.573988875918423,0.133763647600082,0.102932088168647,0.075121884227151,0.0444491110177796,0.122217555648887,0.314643707125857,0.128587428251435,0.231415371692566,0.158686826263475,0.00386325736520289,0.0146192329071707,0.0962201222901612,0.318232351306281,0.567065036131184,2.0257936320841,22.5017821120986,9.63680124433601,-2.52597251029462,12.5368111064367,11.0432330827068
"DUNDALK-CARLINGFORD",0.115290669272106,0.531509526135808,0.146995603321935,0.114655593551539,0.0915486077186126,0.0698151950718686,0.162525667351129,0.325770020533881,0.135626283367556,0.18305954825462,0.123203285420945,0.00445110207575433,0.0208431414508881,0.109522790498609,0.322105713674299,0.543077252300449,0.810035684576198,32.4278413476157,8.06670156440927,-6.90167542091715,13.3652657601978,12.1747042766151
"DUNDRUM",0.086256036735017,0.532222310189217,0.142546116697015,0.114836513340195,0.124139023038556,0.0198079231692677,0.0771641990129385,0.203081232492997,0.07703081232493,0.298185941043084,0.324729891956783,0.00293075684380032,0.0131400966183575,0.0793558776167472,0.291884057971014,0.612689210950081,0.572223299185256,30.6625868727227,12.5075674758818,7.26462510599994,6.31565937461377,6.06476399560922
