"","LEA","Center","Distance"
"3702","CLANE","Navan Vaccination Centre - Simonstown GAA Club",39995.2097068103
"3703","CLAREMORRIS","Navan Vaccination Centre - Simonstown GAA Club",156312.300620634
"3704","CLONDALKIN","Navan Vaccination Centre - Simonstown GAA Club",44885.8843338127
"3705","CLONMEL","Navan Vaccination Centre - Simonstown GAA Club",155988.120416598
"3706","CLONTARF","Navan Vaccination Centre - Simonstown GAA Club",46354.6202845723
"3707","COBH","Navan Vaccination Centre - Simonstown GAA Club",221607.656286197
"3708","CONAMARA NORTH","Navan Vaccination Centre - Simonstown GAA Club",199573.822360313
"3709","CONAMARA SOUTH","Navan Vaccination Centre - Simonstown GAA Club",184912.450567542
"3710","CORCA DHUIBHNE","Navan Vaccination Centre - Simonstown GAA Club",283073.284333122
"3711","CORK CITY NORTH EAST","Navan Vaccination Centre - Simonstown GAA Club",226608.183624434
"3712","CORK CITY NORTH WEST","Navan Vaccination Centre - Simonstown GAA Club",232288.283255701
"3713","CORK CITY SOUTH CENTRAL","Navan Vaccination Centre - Simonstown GAA Club",233683.919546641
"3714","CORK CITY SOUTH EAST","Navan Vaccination Centre - Simonstown GAA Club",231466.86279002
"3715","CORK CITY SOUTH WEST","Navan Vaccination Centre - Simonstown GAA Club",235922.170071874
"3716","DONAGHMEDE","Navan Vaccination Centre - Simonstown GAA Club",46774.4432315523
"3717","DONEGAL","Navan Vaccination Centre - Simonstown GAA Club",147235.001583792
"3718","DROGHEDA RURAL","Navan Vaccination Centre - Simonstown GAA Club",24799.9834619905
"3719","DROGHEDA URBAN","Navan Vaccination Centre - Simonstown GAA Club",22670.6478083177
"3720","DÚN LAOGHAIRE","Navan Vaccination Centre - Simonstown GAA Club",56952.7127162055
"3721","DUNDALK-CARLINGFORD","Navan Vaccination Centre - Simonstown GAA Club",47871.8021833914
"3722","DUNDALK SOUTH","Navan Vaccination Centre - Simonstown GAA Club",37914.8572135193
"3723","DUNDRUM","Navan Vaccination Centre - Simonstown GAA Club",51003.952422755
"3724","DUNGARVAN","Navan Vaccination Centre - Simonstown GAA Club",191937.924361626
"3725","EDENDERRY","Navan Vaccination Centre - Simonstown GAA Club",55839.6069073045
"3726","ENNIS","Navan Vaccination Centre - Simonstown GAA Club",178175.337030763
"3727","ENNISCORTHY","Navan Vaccination Centre - Simonstown GAA Club",123965.432580487
"3728","ENNISTIMON","Navan Vaccination Centre - Simonstown GAA Club",181958.670556082
"3729","FERMOY","Navan Vaccination Centre - Simonstown GAA Club",201019.518731843
"3730","FIRHOUSE-BOHERNABREENA","Navan Vaccination Centre - Simonstown GAA Club",53664.1288704761
"3731","GALWAY CITY CENTRAL","Navan Vaccination Centre - Simonstown GAA Club",163628.601801932
"3732","GALWAY CITY EAST","Navan Vaccination Centre - Simonstown GAA Club",159673.237352229
"3733","GALWAY CITY WEST","Navan Vaccination Centre - Simonstown GAA Club",166939.071931573
"3734","GLENCULLEN-SANDYFORD","Navan Vaccination Centre - Simonstown GAA Club",56079.4245858527
"3735","GLENTIES","Navan Vaccination Centre - Simonstown GAA Club",173912.470217573
"3736","GOREY","Navan Vaccination Centre - Simonstown GAA Club",111267.359831863
"3737","GORT-KINVARA","Navan Vaccination Centre - Simonstown GAA Club",153162.303945591
"3738","GRAIGUECULLEN-PORTARLINGTON","Navan Vaccination Centre - Simonstown GAA Club",82389.9281825997
"3739","GRANARD","Navan Vaccination Centre - Simonstown GAA Club",61854.2704584895
"3740","GREYSTONES","Navan Vaccination Centre - Simonstown GAA Club",74836.4258058174
"3741","HOWTH-MALAHIDE","Navan Vaccination Centre - Simonstown GAA Club",45159.3230690655
"3742","KANTURK","Navan Vaccination Centre - Simonstown GAA Club",223564.608969649
"3743","KELLS","Navan Vaccination Centre - Simonstown GAA Club",16676.9487835433
"3744","KENMARE","Navan Vaccination Centre - Simonstown GAA Club",289766.009608091
"3745","KILDARE","Navan Vaccination Centre - Simonstown GAA Club",57766.2409481722
"3746","KILKENNY","Navan Vaccination Centre - Simonstown GAA Club",118517.716510957
"3747","KILLALOE","Navan Vaccination Centre - Simonstown GAA Club",157221.932876657
"3748","KILLARNEY","Navan Vaccination Centre - Simonstown GAA Club",259532.854000474
"3749","KILLINEY-SHANKILL","Navan Vaccination Centre - Simonstown GAA Club",60527.0531526783
"3750","KILMUCKRIDGE","Navan Vaccination Centre - Simonstown GAA Club",130652.980260147
"3751","KILRUSH","Navan Vaccination Centre - Simonstown GAA Club",207763.414533953
"3752","KIMMAGE-RATHMINES","Navan Vaccination Centre - Simonstown GAA Club",47340.9461460962
"3753","KINNEGAD","Navan Vaccination Centre - Simonstown GAA Club",36760.6353028161
"3754","LAYTOWN-BETTYSTOWN","Navan Vaccination Centre - Simonstown GAA Club",14590.14403255
"3755","LEIXLIP","Navan Vaccination Centre - Simonstown GAA Club",35582.9234736036
"3756","LETTERKENNY","Navan Vaccination Centre - Simonstown GAA Club",160090.650620929
"3757","LIFFORD-STRANORLAR","Navan Vaccination Centre - Simonstown GAA Club",146413.549194799
"3758","LIMERICK CITY EAST","Navan Vaccination Centre - Simonstown GAA Club",168338.41156092
"3759","LIMERICK CITY NORTH","Navan Vaccination Centre - Simonstown GAA Club",172210.171445663
"3760","LIMERICK CITY WEST","Navan Vaccination Centre - Simonstown GAA Club",178458.877589361
"3761","LISMORE","Navan Vaccination Centre - Simonstown GAA Club",188201.876309648
"3762","LISTOWEL","Navan Vaccination Centre - Simonstown GAA Club",235076.60016313
"3763","LONGFORD","Navan Vaccination Centre - Simonstown GAA Club",74342.6782708982
"3764","LOUGHREA","Navan Vaccination Centre - Simonstown GAA Club",128634.40063202
"3765","LUCAN","Navan Vaccination Centre - Simonstown GAA Club",39260.6236295555
"3766","MACROOM","Navan Vaccination Centre - Simonstown GAA Club",247567.422902312
"3767","MALLOW","Navan Vaccination Centre - Simonstown GAA Club",217841.602629246
"3768","MANORHAMILTON","Navan Vaccination Centre - Simonstown GAA Club",120844.464781665
"3769","MAYNOOTH","Navan Vaccination Centre - Simonstown GAA Club",34021.0336132055
"3770","MIDLETON","Navan Vaccination Centre - Simonstown GAA Club",215639.814947684
"3771","MILFORD","Navan Vaccination Centre - Simonstown GAA Club",174215.891063685
"3772","MOATE","Navan Vaccination Centre - Simonstown GAA Club",61256.0567170976
"3773","MONAGHAN","Navan Vaccination Centre - Simonstown GAA Club",71137.5370949633
"3774","MUINEBEAG","Navan Vaccination Centre - Simonstown GAA Club",113737.547056116
"3775","MULLINGAR","Navan Vaccination Centre - Simonstown GAA Club",44863.1391060166
"3776","NAAS","Navan Vaccination Centre - Simonstown GAA Club",50792.5962257246
"3777","NAVAN","Navan Vaccination Centre - Simonstown GAA Club",3480.53079885153
"3778","NENAGH","Navan Vaccination Centre - Simonstown GAA Club",121691.051828691
"3779","NEW ROSS","Navan Vaccination Centre - Simonstown GAA Club",145488.249437963
"3780","NEWBRIDGE","Navan Vaccination Centre - Simonstown GAA Club",56888.2778282937
"3781","NEWCASTLE WEST","Navan Vaccination Centre - Simonstown GAA Club",213064.54664667
"3782","NEWPORT","Navan Vaccination Centre - Simonstown GAA Club",145105.944308048
"3783","NORTH INNER CITY","Navan Vaccination Centre - Simonstown GAA Club",45903.8346479108
"3784","ONGAR","Navan Vaccination Centre - Simonstown GAA Club",35281.0394128222
"3785","PALMERSTOWN-FONTHILL","Navan Vaccination Centre - Simonstown GAA Club",41086.298288858
"3786","PEMBROKE","Navan Vaccination Centre - Simonstown GAA Club",49077.0354880252
"3787","PILTOWN","Navan Vaccination Centre - Simonstown GAA Club",150484.34713618
"3788","PORTLAOISE","Navan Vaccination Centre - Simonstown GAA Club",88294.8435711874
"3789","PORTLAW-KILMACTHOMAS","Navan Vaccination Centre - Simonstown GAA Club",167139.213063912
"3790","RATHFARNHAM-TEMPLEOGUE","Navan Vaccination Centre - Simonstown GAA Club",48128.6178147374
"3791","RATOATH","Navan Vaccination Centre - Simonstown GAA Club",23725.8684169993
"3792","ROSCOMMON","Navan Vaccination Centre - Simonstown GAA Club",110965.884927901
"3793","ROSCREA-TEMPLEMORE","Navan Vaccination Centre - Simonstown GAA Club",121758.511438069
"3794","ROSSLARE","Navan Vaccination Centre - Simonstown GAA Club",158145.637183955
"3795","RUSH-LUSK","Navan Vaccination Centre - Simonstown GAA Club",32035.2644607506
"3796","SHANNON","Navan Vaccination Centre - Simonstown GAA Club",176223.828035896
"3797","SKIBBEREEN-WEST CORK","Navan Vaccination Centre - Simonstown GAA Club",277555.651915046
"3798","SLIGO-DRUMCLIFF","Navan Vaccination Centre - Simonstown GAA Club",136559.579285583
"3799","SLIGO-STRANDHILL","Navan Vaccination Centre - Simonstown GAA Club",138120.233184641
"3800","SOUTH EAST INNER CITY","Navan Vaccination Centre - Simonstown GAA Club",47416.7076693069
"3801","SOUTH WEST INNER CITY","Navan Vaccination Centre - Simonstown GAA Club",45021.8089978246
"3802","STILLORGAN","Navan Vaccination Centre - Simonstown GAA Club",53712.1846469971
"3803","SWINFORD","Navan Vaccination Centre - Simonstown GAA Club",147364.737188984
"3804","SWORDS","Navan Vaccination Centre - Simonstown GAA Club",35933.6413602678
"3805","TALLAGHT CENTRAL","Navan Vaccination Centre - Simonstown GAA Club",46607.336971443
"3806","TALLAGHT SOUTH","Navan Vaccination Centre - Simonstown GAA Club",49862.4653425215
"3807","THURLES","Navan Vaccination Centre - Simonstown GAA Club",134129.922794956
"3808","TRALEE","Navan Vaccination Centre - Simonstown GAA Club",257079.955781566
"3809","TRAMORE-WATERFORD CITY WEST","Navan Vaccination Centre - Simonstown GAA Club",167561.861016415
"3810","TRIM","Navan Vaccination Centre - Simonstown GAA Club",23226.2965134098
"3811","TUAM","Navan Vaccination Centre - Simonstown GAA Club",146459.83959518
"3812","TULLAMORE","Navan Vaccination Centre - Simonstown GAA Club",72961.4196877576
"3813","TULLOW","Navan Vaccination Centre - Simonstown GAA Club",98713.617725365
"3814","WATERFORD CITY EAST","Navan Vaccination Centre - Simonstown GAA Club",165199.054460252
"3815","WATERFORD CITY SOUTH","Navan Vaccination Centre - Simonstown GAA Club",164795.325903631
"3816","WESTPORT","Navan Vaccination Centre - Simonstown GAA Club",194976.05726684
"3817","WEXFORD","Navan Vaccination Centre - Simonstown GAA Club",146013.031727882
"3818","WICKLOW","Navan Vaccination Centre - Simonstown GAA Club",77475.083016931
"3819","ADARE-RATHKEALE","Fairyhouse Racecourse Vaccination Centre",191527.384407737
"3820","ARDEE","Fairyhouse Racecourse Vaccination Centre",43173.5382774331
"3821","ARKLOW","Fairyhouse Racecourse Vaccination Centre",67667.2661083634
"3822","ARTANE-WHITEHALL","Fairyhouse Racecourse Vaccination Centre",19310.9777582273
"3823","ASHBOURNE","Fairyhouse Racecourse Vaccination Centre",11690.5777531884
"3824","ATHENRY-ORANMORE","Fairyhouse Racecourse Vaccination Centre",156291.0796717
"3825","ATHLONE","Fairyhouse Racecourse Vaccination Centre",92683.7616039885
"3826","ATHLONE","Fairyhouse Racecourse Vaccination Centre",110283.656557737
"3827","ATHY","Fairyhouse Racecourse Vaccination Centre",59920.3615228563
"3828","BAILIEBOROUGH-COOTEHILL","Fairyhouse Racecourse Vaccination Centre",69218.7363703832
"3829","BALBRIGGAN","Fairyhouse Racecourse Vaccination Centre",23037.8645720173
"3830","BALLINA","Fairyhouse Racecourse Vaccination Centre",199753.90584403
"3831","BALLINAMORE","Fairyhouse Racecourse Vaccination Centre",108784.135896604
"3832","BALLINASLOE","Fairyhouse Racecourse Vaccination Centre",128902.022917378
"3833","BALLYBAY-CLONES","Fairyhouse Racecourse Vaccination Centre",80986.0046469283
"3834","BALLYFERMOT-DRIMNAGH","Fairyhouse Racecourse Vaccination Centre",18259.027558425
"3835","BALLYJAMESDUFF","Fairyhouse Racecourse Vaccination Centre",69755.0142919864
"3836","BALLYMAHON","Fairyhouse Racecourse Vaccination Centre",89614.3269386779
"3837","BALLYMOTE-TOBERCURRY","Fairyhouse Racecourse Vaccination Centre",160871.390252786
"3838","BALLYMUN-FINGLAS","Fairyhouse Racecourse Vaccination Centre",15798.6439761945
"3839","BALTINGLASS","Fairyhouse Racecourse Vaccination Centre",57411.3145684769
"3840","BANDON-KINSALE","Fairyhouse Racecourse Vaccination Centre",246054.561353436
"3841","BANTRY-WEST CORK","Fairyhouse Racecourse Vaccination Centre",290946.504554843
"3842","BELMULLET","Fairyhouse Racecourse Vaccination Centre",228296.535028168
"3843","BIRR","Fairyhouse Racecourse Vaccination Centre",98917.5057647262
"3844","BLACKROCK","Fairyhouse Racecourse Vaccination Centre",28480.1034998311
"3845","BLANCHARDSTOWN-MULHUDDART","Fairyhouse Racecourse Vaccination Centre",11036.1651318712
"3846","BORRIS-IN-OSSORY-MOUNTMELLICK","Fairyhouse Racecourse Vaccination Centre",88248.3967143889
"3847","BOYLE","Fairyhouse Racecourse Vaccination Centre",124655.455199831
"3848","BRAY EAST","Fairyhouse Racecourse Vaccination Centre",39792.798516062
"3849","BRAY WEST","Fairyhouse Racecourse Vaccination Centre",38344.5551385574
"3850","BUNCRANA","Fairyhouse Racecourse Vaccination Centre",189590.691553569
"3851","CABRA-GLASNEVIN","Fairyhouse Racecourse Vaccination Centre",17119.5820599765
"3852","CAHIR","Fairyhouse Racecourse Vaccination Centre",163880.409792501
"3853","CALLAN-THOMASTOWN","Fairyhouse Racecourse Vaccination Centre",117001.524369706
"3854","CAPPAMORE-KILMALLOCK","Fairyhouse Racecourse Vaccination Centre",173344.118626995
"3855","CARLOW","Fairyhouse Racecourse Vaccination Centre",77499.2140073581
"3856","CARNDONAGH","Fairyhouse Racecourse Vaccination Centre",203183.310362236
"3857","CARRICK-ON-SHANNON","Fairyhouse Racecourse Vaccination Centre",108298.649724394
"3858","CARRICK-ON-SUIR","Fairyhouse Racecourse Vaccination Centre",131596.983114201
"3859","CARRICKMACROSS-CASTLEBLAYNEY","Fairyhouse Racecourse Vaccination Centre",63706.5059946223
"3860","CARRIGALINE","Fairyhouse Racecourse Vaccination Centre",228307.742340064
"3861","CASHEL-TIPPERARY","Fairyhouse Racecourse Vaccination Centre",153048.63028074
"3862","CASTLEBAR","Fairyhouse Racecourse Vaccination Centre",191044.557399717
"3863","CASTLECOMER","Fairyhouse Racecourse Vaccination Centre",99984.848311587
"3864","CASTLEISLAND","Fairyhouse Racecourse Vaccination Centre",243092.234712479
"3865","CASTLEKNOCK","Fairyhouse Racecourse Vaccination Centre",12593.9724983553
"3866","CAVAN-BELTURBET","Fairyhouse Racecourse Vaccination Centre",104764.81228529
"3867","CELBRIDGE","Fairyhouse Racecourse Vaccination Centre",17864.1989393406
"3868","CLANE","Fairyhouse Racecourse Vaccination Centre",31934.6461181169
"3869","CLAREMORRIS","Fairyhouse Racecourse Vaccination Centre",171977.404051521
"3870","CLONDALKIN","Fairyhouse Racecourse Vaccination Centre",21192.4428328263
"3871","CLONMEL","Fairyhouse Racecourse Vaccination Centre",144739.448017611
"3872","CLONTARF","Fairyhouse Racecourse Vaccination Centre",21759.733279828
"3873","COBH","Fairyhouse Racecourse Vaccination Centre",212176.884500358
"3874","CONAMARA NORTH","Fairyhouse Racecourse Vaccination Centre",212840.624818044
"3875","CONAMARA SOUTH","Fairyhouse Racecourse Vaccination Centre",195535.606805965
"3876","CORCA DHUIBHNE","Fairyhouse Racecourse Vaccination Centre",283839.525836135
"3877","CORK CITY NORTH EAST","Fairyhouse Racecourse Vaccination Centre",217267.198278944
"3878","CORK CITY NORTH WEST","Fairyhouse Racecourse Vaccination Centre",223662.959204741
"3879","CORK CITY SOUTH CENTRAL","Fairyhouse Racecourse Vaccination Centre",224197.217571272
"3880","CORK CITY SOUTH EAST","Fairyhouse Racecourse Vaccination Centre",221655.02581063
"3881","CORK CITY SOUTH WEST","Fairyhouse Racecourse Vaccination Centre",226870.709133302
"3882","DONAGHMEDE","Fairyhouse Racecourse Vaccination Centre",23005.1452946068
"3883","DONEGAL","Fairyhouse Racecourse Vaccination Centre",172480.326998632
"3884","DROGHEDA RURAL","Fairyhouse Racecourse Vaccination Centre",32515.569029659
"3885","DROGHEDA URBAN","Fairyhouse Racecourse Vaccination Centre",27240.4217889631
"3886","DÚN LAOGHAIRE","Fairyhouse Racecourse Vaccination Centre",31784.2964710444
"3887","DUNDALK-CARLINGFORD","Fairyhouse Racecourse Vaccination Centre",63001.5090438601
"3888","DUNDALK SOUTH","Fairyhouse Racecourse Vaccination Centre",56226.2687548573
"3889","DUNDRUM","Fairyhouse Racecourse Vaccination Centre",25517.6763491244
"3890","DUNGARVAN","Fairyhouse Racecourse Vaccination Centre",178442.311112169
"3891","EDENDERRY","Fairyhouse Racecourse Vaccination Centre",53874.6711482396
"3892","ENNIS","Fairyhouse Racecourse Vaccination Centre",181551.953352301
"3893","ENNISCORTHY","Fairyhouse Racecourse Vaccination Centre",103077.113772226
"3894","ENNISTIMON","Fairyhouse Racecourse Vaccination Centre",188107.012014773
"3895","FERMOY","Fairyhouse Racecourse Vaccination Centre",192730.289988666
"3896","FIRHOUSE-BOHERNABREENA","Fairyhouse Racecourse Vaccination Centre",28591.0026675875
"3897","GALWAY CITY CENTRAL","Fairyhouse Racecourse Vaccination Centre",173805.211571021
"3898","GALWAY CITY EAST","Fairyhouse Racecourse Vaccination Centre",169632.07945886
"3899","GALWAY CITY WEST","Fairyhouse Racecourse Vaccination Centre",176853.164138885
"3900","GLENCULLEN-SANDYFORD","Fairyhouse Racecourse Vaccination Centre",30600.5363738037
"3901","GLENTIES","Fairyhouse Racecourse Vaccination Centre",199401.941158628
"3902","GOREY","Fairyhouse Racecourse Vaccination Centre",88023.3614955401
"3903","GORT-KINVARA","Fairyhouse Racecourse Vaccination Centre",160006.192720874
"3904","GRAIGUECULLEN-PORTARLINGTON","Fairyhouse Racecourse Vaccination Centre",70271.0183620648
"3905","GRANARD","Fairyhouse Racecourse Vaccination Centre",82517.0965786563
"3906","GREYSTONES","Fairyhouse Racecourse Vaccination Centre",49347.2613940381
